year,province_code,province_name_ko,province_name_en,sex,age_group,population,population_type,reference_date
2005,26,부산광역시,Busan,male,25-29,154077,registered,2005-12-31
2005,26,부산광역시,Busan,male,30-34,147699,registered,2005-12-31
2005,26,부산광역시,Busan,male,35-39,148673,registered,2005-12-31
2005,26,부산광역시,Busan,male,40-44,153668,registered,2005-12-31
2005,26,부산광역시,Busan,male,45-49,166395,registered,2005-12-31
2005,26,부산광역시,Busan,male,50-54,135008,registered,2005-12-31
2005,26,부산광역시,Busan,male,55-59,104028,registered,2005-12-31
2005,26,부산광역시,Busan,male,60-64,81360,registered,2005-12-31
2005,26,부산광역시,Busan,male,65-69,59076,registered,2005-12-31
2005,26,부산광역시,Busan,male,70-74,33864,registered,2005-12-31
2005,26,부산광역시,Busan,male,75-79,16391,registered,2005-12-31
2005,26,부산광역시,Busan,male,80-84,7520,registered,2005-12-31
2005,26,부산광역시,Busan,male,85+,3007,registered,2005-12-31
2005,26,부산광역시,Busan,female,0-4,68549,registered,2005-12-31
2005,26,부산광역시,Busan,female,5-9,95644,registered,2005-12-31
2005,26,부산광역시,Busan,female,10-14,113361,registered,2005-12-31
2005,26,부산광역시,Busan,female,15-19,112444,registered,2005-12-31
2005,26,부산광역시,Busan,female,20-24,149087,registered,2005-12-31
2005,26,부산광역시,Busan,female,25-29,146546,registered,2005-12-31
2005,26,부산광역시,Busan,female,30-34,143407,registered,2005-12-31
2005,26,부산광역시,Busan,female,35-39,150863,registered,2005-12-31
2005,26,부산광역시,Busan,female,40-44,160295,registered,2005-12-31
2005,26,부산광역시,Busan,female,45-49,174522,registered,2005-12-31
2005,26,부산광역시,Busan,female,50-54,138225,registered,2005-12-31
2005,26,부산광역시,Busan,female,55-59,105346,registered,2005-12-31
2005,26,부산광역시,Busan,female,60-64,84479,registered,2005-12-31
2005,26,부산광역시,Busan,female,65-69,69121,registered,2005-12-31
2005,26,부산광역시,Busan,female,70-74,49940,registered,2005-12-31
2005,26,부산광역시,Busan,female,75-79,34173,registered,2005-12-31
2005,26,부산광역시,Busan,female,80-84,19209,registered,2005-12-31
2005,26,부산광역시,Busan,female,85+,10483,registered,2005-12-31
2005,27,대구광역시,Daegu,male,0-4,61765,registered,2005-12-31
2005,27,대구광역시,Daegu,male,5-9,88849,registered,2005-12-31
2005,27,대구광역시,Daegu,male,10-14,106460,registered,2005-12-31
2005,27,대구광역시,Daegu,male,15-19,96967,registered,2005-12-31
2005,27,대구광역시,Daegu,male,20-24,104728,registered,2005-12-31
2005,27,대구광역시,Daegu,male,25-29,100959,registered,2005-12-31
2005,27,대구광역시,Daegu,male,30-34,106407,registered,2005-12-31
2005,27,대구광역시,Daegu,male,35-39,113309,registered,2005-12-31
2005,27,대구광역시,Daegu,male,40-44,114040,registered,2005-12-31
2005,27,대구광역시,Daegu,male,45-49,106814,registered,2005-12-31
2005,27,대구광역시,Daegu,male,50-54,78506,registered,2005-12-31
2005,27,대구광역시,Daegu,male,55-59,58369,registered,2005-12-31
2005,27,대구광역시,Daegu,male,60-64,46032,registered,2005-12-31
2005,27,대구광역시,Daegu,male,65-69,35550,registered,2005-12-31
2005,27,대구광역시,Daegu,male,70-74,22513,registered,2005-12-31
2005,27,대구광역시,Daegu,male,75-79,10690,registered,2005-12-31
2005,27,대구광역시,Daegu,male,80-84,4975,registered,2005-12-31
2005,27,대구광역시,Daegu,male,85+,2159,registered,2005-12-31
2005,27,대구광역시,Daegu,female,0-4,55232,registered,2005-12-31
2005,27,대구광역시,Daegu,female,5-9,77440,registered,2005-12-31
2005,27,대구광역시,Daegu,female,10-14,86519,registered,2005-12-31
2005,27,대구광역시,Daegu,female,15-19,76572,registered,2005-12-31
2005,27,대구광역시,Daegu,female,20-24,95439,registered,2005-12-31
2005,27,대구광역시,Daegu,female,25-29,97767,registered,2005-12-31
2005,27,대구광역시,Daegu,female,30-34,108689,registered,2005-12-31
2005,27,대구광역시,Daegu,female,35-39,115726,registered,2005-12-31
2005,27,대구광역시,Daegu,female,40-44,116048,registered,2005-12-31
2005,27,대구광역시,Daegu,female,45-49,107967,registered,2005-12-31
2005,27,대구광역시,Daegu,female,50-54,82023,registered,2005-12-31
2005,27,대구광역시,Daegu,female,55-59,61250,registered,2005-12-31
2005,27,대구광역시,Daegu,female,60-64,52010,registered,2005-12-31
2005,27,대구광역시,Daegu,female,65-69,44836,registered,2005-12-31
2005,27,대구광역시,Daegu,female,70-74,33567,registered,2005-12-31
2005,27,대구광역시,Daegu,female,75-79,21405,registered,2005-12-31
2005,27,대구광역시,Daegu,female,80-84,12305,registered,2005-12-31
2005,27,대구광역시,Daegu,female,85+,7419,registered,2005-12-31
2005,28,인천광역시,Incheon,male,0-4,67803,registered,2005-12-31
2005,28,인천광역시,Incheon,male,5-9,94235,registered,2005-12-31
2005,28,인천광역시,Incheon,male,10-14,109264,registered,2005-12-31
2005,28,인천광역시,Incheon,male,15-19,93159,registered,2005-12-31
2005,28,인천광역시,Incheon,male,20-24,101455,registered,2005-12-31
2005,28,인천광역시,Incheon,male,25-29,104440,registered,2005-12-31
2005,28,인천광역시,Incheon,male,30-34,118916,registered,2005-12-31
2005,28,인천광역시,Incheon,male,35-39,125566,registered,2005-12-31
2005,28,인천광역시,Incheon,male,40-44,132226,registered,2005-12-31
2005,28,인천광역시,Incheon,male,45-49,120553,registered,2005-12-31
2005,28,인천광역시,Incheon,male,50-54,76719,registered,2005-12-31
2005,28,인천광역시,Incheon,male,55-59,55691,registered,2005-12-31
2005,28,인천광역시,Incheon,male,60-64,41875,registered,2005-12-31
2005,28,인천광역시,Incheon,male,65-69,30775,registered,2005-12-31
2005,28,인천광역시,Incheon,male,70-74,19170,registered,2005-12-31
2005,28,인천광역시,Incheon,male,75-79,10286,registered,2005-12-31
2005,28,인천광역시,Incheon,male,80-84,5813,registered,2005-12-31
2005,28,인천광역시,Incheon,male,85+,2813,registered,2005-12-31
2005,28,인천광역시,Incheon,female,0-4,63403,registered,2005-12-31
2005,28,인천광역시,Incheon,female,5-9,86598,registered,2005-12-31
2005,28,인천광역시,Incheon,female,10-14,99223,registered,2005-12-31
2005,28,인천광역시,Incheon,female,15-19,86522,registered,2005-12-31
2005,28,인천광역시,Incheon,female,20-24,96386,registered,2005-12-31
2005,28,인천광역시,Incheon,female,25-29,99464,registered,2005-12-31
2005,28,인천광역시,Incheon,female,30-34,115626,registered,2005-12-31
2005,28,인천광역시,Incheon,female,35-39,125592,registered,2005-12-31
2005,28,인천광역시,Incheon,female,40-44,125614,registered,2005-12-31
2005,28,인천광역시,Incheon,female,45-49,111751,registered,2005-12-31
2005,28,인천광역시,Incheon,female,50-54,71757,registered,2005-12-31
2005,28,인천광역시,Incheon,female,55-59,53387,registered,2005-12-31
2005,28,인천광역시,Incheon,female,60-64,44668,registered,2005-12-31
2005,28,인천광역시,Incheon,female,65-69,38773,registered,2005-12-31
2005,28,인천광역시,Incheon,female,70-74,30087,registered,2005-12-31
2005,28,인천광역시,Incheon,female,75-79,21022,registered,2005-12-31
2005,28,인천광역시,Incheon,female,80-84,12441,registered,2005-12-31
2005,28,인천광역시,Incheon,female,85+,7422,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,0-4,40239,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,5-9,57270,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,10-14,62580,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,15-19,51203,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,20-24,59754,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,25-29,57974,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,30-34,62388,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,35-39,63764,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,40-44,59037,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,45-49,53697,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,50-54,36153,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,55-59,29933,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,60-64,23708,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,65-69,17158,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,70-74,10657,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,75-79,6010,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,80-84,2871,registered,2005-12-31
2005,29,광주광역시,Gwangju,male,85+,1291,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,0-4,36950,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,5-9,52386,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,10-14,56743,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,15-19,47696,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,20-24,56624,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,25-29,58397,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,30-34,62515,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,35-39,63567,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,40-44,59089,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,45-49,55044,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,50-54,38023,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,55-59,31686,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,60-64,25936,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,65-69,21503,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,70-74,16069,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,75-79,11649,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,80-84,7106,registered,2005-12-31
2005,29,광주광역시,Gwangju,female,85+,5075,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,0-4,40333,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,5-9,54722,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,10-14,61411,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,15-19,54095,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,20-24,60899,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,25-29,61866,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,30-34,66919,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,35-39,67274,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,40-44,65014,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,45-49,61188,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,50-54,42465,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,55-59,30855,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,60-64,23637,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,65-69,17467,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,70-74,10961,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,75-79,6010,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,80-84,3158,registered,2005-12-31
2005,30,대전광역시,Daejeon,male,85+,1544,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,0-4,37235,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,5-9,50114,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,10-14,53958,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,15-19,47457,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,20-24,58423,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,25-29,60589,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,30-34,66211,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,35-39,67663,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,40-44,64594,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,45-49,60833,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,50-54,41626,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,55-59,30102,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,60-64,25344,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,65-69,21487,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,70-74,16528,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,75-79,11397,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,80-84,6811,registered,2005-12-31
2005,30,대전광역시,Daejeon,female,85+,4448,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,0-4,30770,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,5-9,44586,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,10-14,51526,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,15-19,42140,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,20-24,42934,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,25-29,43041,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,30-34,47664,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,35-39,55371,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,40-44,56889,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,45-49,50036,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,50-54,34105,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,55-59,22899,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,60-64,15460,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,65-69,10477,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,70-74,6027,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,75-79,2957,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,80-84,1318,registered,2005-12-31
2005,31,울산광역시,Ulsan,male,85+,666,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,0-4,27180,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,5-9,39074,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,10-14,42702,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,15-19,35303,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,20-24,38226,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,25-29,39746,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,30-34,49070,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,35-39,56104,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,40-44,52225,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,45-49,46613,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,50-54,30851,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,55-59,19975,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,60-64,15361,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,65-69,12823,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,70-74,9711,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,75-79,6924,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,80-84,4352,registered,2005-12-31
2005,31,울산광역시,Ulsan,female,85+,2542,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,0-4,321233,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,5-9,423644,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,10-14,447003,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,15-19,348882,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,20-24,375295,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,25-29,427303,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,30-34,527625,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,35-39,559285,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,40-44,539254,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,45-49,462520,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,50-54,290886,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,55-59,205680,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,60-64,166013,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,65-69,134544,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,70-74,85480,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,75-79,44885,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,80-84,24116,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,male,85+,11852,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,0-4,299146,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,5-9,390340,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,10-14,404856,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,15-19,324730,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,20-24,367101,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,25-29,417594,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,30-34,524993,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,35-39,546623,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,40-44,492840,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,45-49,415292,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,50-54,270607,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,55-59,206485,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,60-64,186474,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,65-69,165135,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,70-74,124860,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,75-79,84133,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,80-84,49280,registered,2005-12-31
2005,41,경기도,Gyeonggi-do,female,85+,31226,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,0-4,38403,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,5-9,53362,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,10-14,58454,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,15-19,51144,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,20-24,59890,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,25-29,57556,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,30-34,61439,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,35-39,66415,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,40-44,65548,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,45-49,62611,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,50-54,44492,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,55-59,32625,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,60-64,31000,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,65-69,28673,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,70-74,19248,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,75-79,10326,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,80-84,5859,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,male,85+,2787,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,0-4,35301,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,5-9,48702,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,10-14,51166,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,15-19,45702,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,20-24,53381,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,25-29,51518,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,30-34,58076,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,35-39,62756,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,40-44,59987,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,45-49,58386,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,50-54,43458,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,55-59,32769,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,60-64,35992,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,65-69,35171,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,70-74,29031,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,75-79,19059,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,80-84,11209,registered,2005-12-31
2005,43,충청북도,Chungcheongbuk-do,female,85+,7307,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,0-4,50975,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,5-9,67929,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,10-14,71071,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,15-19,62753,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,20-24,76806,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,25-29,77582,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,30-34,82741,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,35-39,83789,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,40-44,83155,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,45-49,77574,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,50-54,57373,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,55-59,48600,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,60-64,42630,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,65-69,41933,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,70-74,32583,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,75-79,17459,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,80-84,9089,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,male,85+,4149,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,0-4,47420,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,5-9,62594,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,10-14,63142,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,15-19,59082,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,20-24,69254,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,25-29,64969,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,30-34,74097,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,35-39,75048,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,40-44,73972,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,45-49,72198,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,50-54,56366,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,55-59,48820,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,60-64,50906,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,65-69,52831,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,70-74,45749,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,75-79,29035,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,80-84,17512,registered,2005-12-31
2005,44,충청남도,Chungcheongnam-do,female,85+,11460,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,0-4,46879,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,5-9,66549,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,10-14,69915,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,15-19,62425,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,20-24,77736,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,25-29,67237,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,30-34,72031,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,35-39,80139,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,40-44,79056,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,45-49,77098,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,50-54,59426,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,55-59,55895,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,60-64,50820,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,65-69,48284,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,70-74,33146,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,75-79,19650,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,80-84,9877,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,male,85+,4229,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,0-4,43242,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,5-9,61676,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,10-14,63657,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,15-19,57688,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,20-24,63463,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,25-29,57355,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,30-34,63413,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,35-39,68159,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,40-44,69338,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,45-49,71501,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,50-54,57472,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,55-59,56454,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,60-64,62142,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,65-69,65698,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,70-74,52277,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,75-79,36971,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,80-84,21876,registered,2005-12-31
2005,46,전라남도,Jeollanam-do,female,85+,14431,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,0-4,65123,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,5-9,89468,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,10-14,96924,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,15-19,90484,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,20-24,104986,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,25-29,99859,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,30-34,108221,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,35-39,115704,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,40-44,113984,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,45-49,110581,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,50-54,85541,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,55-59,68678,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,60-64,60332,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,65-69,57341,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,70-74,41127,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,75-79,22804,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,80-84,12379,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,male,85+,5901,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,female,0-4,58272,registered,2005-12-31
2005,47,경상북도,Gyeongsangbuk-do,female,5-9,79852,registered,2005-12-31
