year,province_code,province_name_ko,province_name_en,sex,age_group,population,population_type,reference_date
2015,27,대구광역시,Daegu,male,45-49,111657,registered,2015-12-31
2015,27,대구광역시,Daegu,male,50-54,108273,registered,2015-12-31
2015,27,대구광역시,Daegu,male,55-59,98549,registered,2015-12-31
2015,27,대구광역시,Daegu,male,60-64,69858,registered,2015-12-31
2015,27,대구광역시,Daegu,male,65-69,50332,registered,2015-12-31
2015,27,대구광역시,Daegu,male,70-74,37030,registered,2015-12-31
2015,27,대구광역시,Daegu,male,75-79,25595,registered,2015-12-31
2015,27,대구광역시,Daegu,male,80-84,13088,registered,2015-12-31
2015,27,대구광역시,Daegu,male,85+,5540,registered,2015-12-31
2015,27,대구광역시,Daegu,female,0-4,49402,registered,2015-12-31
2015,27,대구광역시,Daegu,female,5-9,51483,registered,2015-12-31
2015,27,대구광역시,Daegu,female,10-14,57217,registered,2015-12-31
2015,27,대구광역시,Daegu,female,15-19,78755,registered,2015-12-31
2015,27,대구광역시,Daegu,female,20-24,81745,registered,2015-12-31
2015,27,대구광역시,Daegu,female,25-29,65493,registered,2015-12-31
2015,27,대구광역시,Daegu,female,30-34,80324,registered,2015-12-31
2015,27,대구광역시,Daegu,female,35-39,89901,registered,2015-12-31
2015,27,대구광역시,Daegu,female,40-44,107976,registered,2015-12-31
2015,27,대구광역시,Daegu,female,45-49,114445,registered,2015-12-31
2015,27,대구광역시,Daegu,female,50-54,111136,registered,2015-12-31
2015,27,대구광역시,Daegu,female,55-59,101695,registered,2015-12-31
2015,27,대구광역시,Daegu,female,60-64,76429,registered,2015-12-31
2015,27,대구광역시,Daegu,female,65-69,57074,registered,2015-12-31
2015,27,대구광역시,Daegu,female,70-74,47813,registered,2015-12-31
2015,27,대구광역시,Daegu,female,75-79,38446,registered,2015-12-31
2015,27,대구광역시,Daegu,female,80-84,24634,registered,2015-12-31
2015,27,대구광역시,Daegu,female,85+,16570,registered,2015-12-31
2015,28,인천광역시,Incheon,male,0-4,69298,registered,2015-12-31
2015,28,인천광역시,Incheon,male,5-9,70192,registered,2015-12-31
2015,28,인천광역시,Incheon,male,10-14,72078,registered,2015-12-31
2015,28,인천광역시,Incheon,male,15-19,95907,registered,2015-12-31
2015,28,인천광역시,Incheon,male,20-24,111772,registered,2015-12-31
2015,28,인천광역시,Incheon,male,25-29,97545,registered,2015-12-31
2015,28,인천광역시,Incheon,male,30-34,114055,registered,2015-12-31
2015,28,인천광역시,Incheon,male,35-39,120300,registered,2015-12-31
2015,28,인천광역시,Incheon,male,40-44,130608,registered,2015-12-31
2015,28,인천광역시,Incheon,male,45-49,130161,registered,2015-12-31
2015,28,인천광역시,Incheon,male,50-54,132755,registered,2015-12-31
2015,28,인천광역시,Incheon,male,55-59,118250,registered,2015-12-31
2015,28,인천광역시,Incheon,male,60-64,74051,registered,2015-12-31
2015,28,인천광역시,Incheon,male,65-69,52466,registered,2015-12-31
2015,28,인천광역시,Incheon,male,70-74,37130,registered,2015-12-31
2015,28,인천광역시,Incheon,male,75-79,24212,registered,2015-12-31
2015,28,인천광역시,Incheon,male,80-84,12308,registered,2015-12-31
2015,28,인천광역시,Incheon,male,85+,6781,registered,2015-12-31
2015,28,인천광역시,Incheon,female,0-4,65605,registered,2015-12-31
2015,28,인천광역시,Incheon,female,5-9,66663,registered,2015-12-31
2015,28,인천광역시,Incheon,female,10-14,67806,registered,2015-12-31
2015,28,인천광역시,Incheon,female,15-19,88739,registered,2015-12-31
2015,28,인천광역시,Incheon,female,20-24,101605,registered,2015-12-31
2015,28,인천광역시,Incheon,female,25-29,91191,registered,2015-12-31
2015,28,인천광역시,Incheon,female,30-34,107957,registered,2015-12-31
2015,28,인천광역시,Incheon,female,35-39,113586,registered,2015-12-31
2015,28,인천광역시,Incheon,female,40-44,124930,registered,2015-12-31
2015,28,인천광역시,Incheon,female,45-49,130406,registered,2015-12-31
2015,28,인천광역시,Incheon,female,50-54,128760,registered,2015-12-31
2015,28,인천광역시,Incheon,female,55-59,114354,registered,2015-12-31
2015,28,인천광역시,Incheon,female,60-64,74336,registered,2015-12-31
2015,28,인천광역시,Incheon,female,65-69,54981,registered,2015-12-31
2015,28,인천광역시,Incheon,female,70-74,44579,registered,2015-12-31
2015,28,인천광역시,Incheon,female,75-79,36226,registered,2015-12-31
2015,28,인천광역시,Incheon,female,80-84,24488,registered,2015-12-31
2015,28,인천광역시,Incheon,female,85+,19734,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,0-4,35084,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,5-9,39126,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,10-14,43561,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,15-19,58848,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,20-24,59137,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,25-29,44288,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,30-34,53333,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,35-39,57632,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,40-44,64355,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,45-49,64186,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,50-54,56972,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,55-59,50181,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,60-64,33436,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,65-69,26931,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,70-74,19980,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,75-79,12912,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,80-84,6511,registered,2015-12-31
2015,29,광주광역시,Gwangju,male,85+,3189,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,0-4,32919,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,5-9,36571,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,10-14,40131,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,15-19,54465,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,20-24,53285,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,25-29,41976,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,30-34,52061,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,35-39,58010,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,40-44,65123,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,45-49,64385,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,50-54,57506,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,55-59,52707,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,60-64,36532,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,65-69,30449,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,70-74,24475,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,75-79,19122,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,80-84,12601,registered,2015-12-31
2015,29,광주광역시,Gwangju,female,85+,10219,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,0-4,36413,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,5-9,38165,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,10-14,41441,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,15-19,54943,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,20-24,60145,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,25-29,51720,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,30-34,56578,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,35-39,58742,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,40-44,66263,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,45-49,67145,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,50-54,62117,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,55-59,56889,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,60-64,38426,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,65-69,27267,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,70-74,19865,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,75-79,13245,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,80-84,6877,registered,2015-12-31
2015,30,대전광역시,Daejeon,male,85+,3537,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,0-4,34444,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,5-9,36027,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,10-14,38257,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,15-19,50323,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,20-24,53419,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,25-29,45465,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,30-34,54453,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,35-39,58947,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,40-44,66408,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,45-49,67192,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,50-54,61968,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,55-59,57690,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,60-64,39667,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,65-69,28921,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,70-74,24032,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,75-79,18994,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,80-84,12979,registered,2015-12-31
2015,30,대전광역시,Daejeon,female,85+,9811,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,0-4,30278,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,5-9,29788,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,10-14,30909,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,15-19,43538,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,20-24,48579,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,25-29,40460,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,30-34,46290,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,35-39,48565,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,40-44,50466,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,45-49,55640,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,50-54,55950,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,55-59,48206,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,60-64,31324,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,65-69,20035,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,70-74,12536,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,75-79,7432,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,80-84,3434,registered,2015-12-31
2015,31,울산광역시,Ulsan,male,85+,1459,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,0-4,28642,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,5-9,27533,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,10-14,27406,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,15-19,38105,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,20-24,37735,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,25-29,31841,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,30-34,41516,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,35-39,44462,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,40-44,50339,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,45-49,55543,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,50-54,51579,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,55-59,45655,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,60-64,29980,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,65-69,19129,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,70-74,14478,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,75-79,11371,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,80-84,7561,registered,2015-12-31
2015,31,울산광역시,Ulsan,female,85+,5770,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,0-4,7583,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,5-9,7657,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,10-14,6379,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,15-19,5565,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,20-24,5989,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,25-29,5774,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,30-34,8807,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,35-39,10701,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,40-44,11337,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,45-49,8722,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,50-54,7181,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,55-59,6360,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,60-64,4468,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,65-69,3219,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,70-74,2460,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,75-79,1916,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,80-84,1077,registered,2015-12-31
2015,36,세종특별자치시,Sejong,male,85+,557,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,0-4,7142,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,5-9,7443,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,10-14,6207,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,15-19,5247,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,20-24,5430,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,25-29,5850,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,30-34,9604,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,35-39,10913,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,40-44,10025,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,45-49,7286,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,50-54,6360,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,55-59,5971,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,60-64,4484,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,65-69,3443,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,70-74,3177,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,75-79,2798,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,80-84,2101,registered,2015-12-31
2015,36,세종특별자치시,Sejong,female,85+,1651,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,0-4,311804,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,5-9,330316,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,10-14,338501,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,15-19,427950,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,20-24,457781,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,25-29,399717,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,30-34,476852,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,35-39,522518,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,40-44,589565,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,45-49,579159,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,50-54,541298,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,55-59,466422,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,60-64,295569,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,65-69,207900,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,70-74,157782,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,75-79,110635,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,80-84,56423,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,male,85+,29620,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,0-4,297212,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,5-9,311902,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,10-14,316535,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,15-19,396753,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,20-24,417438,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,25-29,369934,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,30-34,458599,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,35-39,511201,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,40-44,572014,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,45-49,562199,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,50-54,509935,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,55-59,444348,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,60-64,298202,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,65-69,226041,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,70-74,192415,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,75-79,155366,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,80-84,102378,registered,2015-12-31
2015,41,경기도,Gyeonggi-do,female,85+,80322,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,0-4,35585,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,5-9,37424,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,10-14,40094,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,15-19,53812,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,20-24,58854,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,25-29,48351,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,30-34,54925,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,35-39,57749,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,40-44,65444,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,45-49,69970,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,50-54,68605,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,55-59,65048,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,60-64,45745,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,65-69,32222,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,70-74,27410,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,75-79,21147,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,80-84,11112,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,male,85+,5399,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,0-4,34316,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,5-9,34994,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,10-14,36667,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,15-19,49055,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,20-24,48460,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,25-29,40791,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,30-34,50090,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,35-39,53494,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,40-44,61171,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,45-49,65548,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,50-54,63811,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,55-59,62806,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,60-64,46330,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,65-69,33897,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,70-74,34819,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,75-79,31210,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,80-84,21998,registered,2015-12-31
2015,43,충청북도,Chungcheongbuk-do,female,85+,15599,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,0-4,49975,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,5-9,51819,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,10-14,52339,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,15-19,67039,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,20-24,68828,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,25-29,62603,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,30-34,77299,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,35-39,81312,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,40-44,88723,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,45-49,88745,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,50-54,86421,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,55-59,79290,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,60-64,57939,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,65-69,46839,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,70-74,36879,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,75-79,30680,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,80-84,18760,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,male,85+,8949,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,0-4,47204,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,5-9,48238,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,10-14,48625,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,15-19,61211,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,20-24,59757,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,25-29,53045,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,30-34,66877,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,35-39,71421,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,40-44,78031,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,45-49,77609,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,50-54,77146,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,55-59,76000,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,60-64,58939,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,65-69,49064,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,70-74,47549,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,75-79,45331,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,80-84,33400,registered,2015-12-31
2015,44,충청남도,Chungcheongnam-do,female,85+,23763,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,0-4,39648,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,5-9,41287,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,10-14,45725,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,15-19,63806,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,20-24,64605,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,25-29,47142,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,30-34,56290,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,35-39,62415,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,40-44,75032,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,45-49,83241,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,50-54,82268,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,55-59,79418,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,60-64,58485,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,65-69,51574,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,70-74,42580,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,75-79,33784,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,80-84,17596,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,male,85+,8985,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,0-4,38432,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,5-9,38775,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,10-14,42104,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,15-19,58322,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,20-24,54213,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,25-29,40591,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,30-34,50370,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,35-39,55745,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,40-44,63966,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,45-49,69491,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,50-54,72510,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,55-59,74708,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,60-64,58570,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,65-69,55606,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,70-74,58019,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,75-79,56439,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,80-84,37968,registered,2015-12-31
2015,46,전라남도,Jeollanam-do,female,85+,29286,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,0-4,58370,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,5-9,57370,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,10-14,61511,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,15-19,85409,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,20-24,93907,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,25-29,79063,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,30-34,88692,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,35-39,93862,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,40-44,107764,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,45-49,116402,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,50-54,118143,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,55-59,115157,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,60-64,87224,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,65-69,66615,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,70-74,52270,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,75-79,41626,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,80-84,23002,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,male,85+,10919,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,female,0-4,54620,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,female,5-9,53034,registered,2015-12-31
2015,47,경상북도,Gyeongsangbuk-do,female,10-14,55340,registered,2015-12-31
