Country,year,province_name_en,sex,age_group,population,age_start,age_group_order,broad_age_group
Thailand,2002,Yasothon,female,75-79,2853,75,15,older_adult_65_plus
Thailand,2002,Yasothon,female,80-84,1692,80,16,older_adult_65_plus
Thailand,2002,Yasothon,female,85+,1164,85,17,older_adult_65_plus
Thailand,2002,Chaiyaphum,male,0-4,37013,0,0,child_0_14
Thailand,2002,Chaiyaphum,male,5-9,44465,5,1,child_0_14
Thailand,2002,Chaiyaphum,male,10-14,44073,10,2,child_0_14
Thailand,2002,Chaiyaphum,male,15-19,44240,15,3,working_age_15_64
Thailand,2002,Chaiyaphum,male,20-24,47576,20,4,working_age_15_64
Thailand,2002,Chaiyaphum,male,25-29,51607,25,5,working_age_15_64
Thailand,2002,Chaiyaphum,male,30-34,55565,30,6,working_age_15_64
Thailand,2002,Chaiyaphum,male,35-39,50407,35,7,working_age_15_64
Thailand,2002,Chaiyaphum,male,40-44,42316,40,8,working_age_15_64
Thailand,2002,Chaiyaphum,male,45-49,35604,45,9,working_age_15_64
Thailand,2002,Chaiyaphum,male,50-54,28695,50,10,working_age_15_64
Thailand,2002,Chaiyaphum,male,55-59,20750,55,11,working_age_15_64
Thailand,2002,Chaiyaphum,male,60-64,17406,60,12,working_age_15_64
Thailand,2002,Chaiyaphum,male,65-69,13051,65,13,older_adult_65_plus
Thailand,2002,Chaiyaphum,male,70-74,9200,70,14,older_adult_65_plus
Thailand,2002,Chaiyaphum,male,75-79,4802,75,15,older_adult_65_plus
Thailand,2002,Chaiyaphum,male,80-84,2586,80,16,older_adult_65_plus
Thailand,2002,Chaiyaphum,male,85+,2048,85,17,older_adult_65_plus
Thailand,2002,Chaiyaphum,female,0-4,35253,0,0,child_0_14
Thailand,2002,Chaiyaphum,female,5-9,42168,5,1,child_0_14
Thailand,2002,Chaiyaphum,female,10-14,41574,10,2,child_0_14
Thailand,2002,Chaiyaphum,female,15-19,42831,15,3,working_age_15_64
Thailand,2002,Chaiyaphum,female,20-24,47805,20,4,working_age_15_64
Thailand,2002,Chaiyaphum,female,25-29,50359,25,5,working_age_15_64
Thailand,2002,Chaiyaphum,female,30-34,55098,30,6,working_age_15_64
Thailand,2002,Chaiyaphum,female,35-39,49909,35,7,working_age_15_64
Thailand,2002,Chaiyaphum,female,40-44,42418,40,8,working_age_15_64
Thailand,2002,Chaiyaphum,female,45-49,36365,45,9,working_age_15_64
Thailand,2002,Chaiyaphum,female,50-54,29688,50,10,working_age_15_64
Thailand,2002,Chaiyaphum,female,55-59,22177,55,11,working_age_15_64
Thailand,2002,Chaiyaphum,female,60-64,19223,60,12,working_age_15_64
Thailand,2002,Chaiyaphum,female,65-69,15444,65,13,older_adult_65_plus
Thailand,2002,Chaiyaphum,female,70-74,11325,70,14,older_adult_65_plus
Thailand,2002,Chaiyaphum,female,75-79,6788,75,15,older_adult_65_plus
Thailand,2002,Chaiyaphum,female,80-84,3970,80,16,older_adult_65_plus
Thailand,2002,Chaiyaphum,female,85+,3564,85,17,older_adult_65_plus
Thailand,2002,Amnat Charoen,male,0-4,13159,0,0,child_0_14
Thailand,2002,Amnat Charoen,male,5-9,16001,5,1,child_0_14
Thailand,2002,Amnat Charoen,male,10-14,16088,10,2,child_0_14
Thailand,2002,Amnat Charoen,male,15-19,15238,15,3,working_age_15_64
Thailand,2002,Amnat Charoen,male,20-24,16383,20,4,working_age_15_64
Thailand,2002,Amnat Charoen,male,25-29,17791,25,5,working_age_15_64
Thailand,2002,Amnat Charoen,male,30-34,18772,30,6,working_age_15_64
Thailand,2002,Amnat Charoen,male,35-39,16267,35,7,working_age_15_64
Thailand,2002,Amnat Charoen,male,40-44,13124,40,8,working_age_15_64
Thailand,2002,Amnat Charoen,male,45-49,11006,45,9,working_age_15_64
Thailand,2002,Amnat Charoen,male,50-54,8625,50,10,working_age_15_64
Thailand,2002,Amnat Charoen,male,55-59,6287,55,11,working_age_15_64
Thailand,2002,Amnat Charoen,male,60-64,5006,60,12,working_age_15_64
Thailand,2002,Amnat Charoen,male,65-69,3592,65,13,older_adult_65_plus
Thailand,2002,Amnat Charoen,male,70-74,2726,70,14,older_adult_65_plus
Thailand,2002,Amnat Charoen,male,75-79,1483,75,15,older_adult_65_plus
Thailand,2002,Amnat Charoen,male,80-84,710,80,16,older_adult_65_plus
Thailand,2002,Amnat Charoen,male,85+,516,85,17,older_adult_65_plus
Thailand,2002,Amnat Charoen,female,0-4,12581,0,0,child_0_14
Thailand,2002,Amnat Charoen,female,5-9,15116,5,1,child_0_14
Thailand,2002,Amnat Charoen,female,10-14,14877,10,2,child_0_14
Thailand,2002,Amnat Charoen,female,15-19,14774,15,3,working_age_15_64
Thailand,2002,Amnat Charoen,female,20-24,16357,20,4,working_age_15_64
Thailand,2002,Amnat Charoen,female,25-29,17331,25,5,working_age_15_64
Thailand,2002,Amnat Charoen,female,30-34,18168,30,6,working_age_15_64
Thailand,2002,Amnat Charoen,female,35-39,15828,35,7,working_age_15_64
Thailand,2002,Amnat Charoen,female,40-44,13009,40,8,working_age_15_64
Thailand,2002,Amnat Charoen,female,45-49,10964,45,9,working_age_15_64
Thailand,2002,Amnat Charoen,female,50-54,8767,50,10,working_age_15_64
Thailand,2002,Amnat Charoen,female,55-59,6463,55,11,working_age_15_64
Thailand,2002,Amnat Charoen,female,60-64,5663,60,12,working_age_15_64
Thailand,2002,Amnat Charoen,female,65-69,4573,65,13,older_adult_65_plus
Thailand,2002,Amnat Charoen,female,70-74,3355,70,14,older_adult_65_plus
Thailand,2002,Amnat Charoen,female,75-79,1962,75,15,older_adult_65_plus
Thailand,2002,Amnat Charoen,female,80-84,1007,80,16,older_adult_65_plus
Thailand,2002,Amnat Charoen,female,85+,824,85,17,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,male,0-4,17868,0,0,child_0_14
Thailand,2002,Nong Bua Lam Phu,male,5-9,21809,5,1,child_0_14
Thailand,2002,Nong Bua Lam Phu,male,10-14,20773,10,2,child_0_14
Thailand,2002,Nong Bua Lam Phu,male,15-19,21226,15,3,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,20-24,23030,20,4,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,25-29,25810,25,5,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,30-34,25523,30,6,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,35-39,21973,35,7,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,40-44,17886,40,8,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,45-49,14977,45,9,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,50-54,11861,50,10,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,55-59,8494,55,11,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,60-64,5822,60,12,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,male,65-69,4289,65,13,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,male,70-74,3020,70,14,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,male,75-79,1584,75,15,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,male,80-84,922,80,16,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,male,85+,806,85,17,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,female,0-4,16951,0,0,child_0_14
Thailand,2002,Nong Bua Lam Phu,female,5-9,20585,5,1,child_0_14
Thailand,2002,Nong Bua Lam Phu,female,10-14,19624,10,2,child_0_14
Thailand,2002,Nong Bua Lam Phu,female,15-19,20443,15,3,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,20-24,23354,20,4,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,25-29,24402,25,5,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,30-34,24662,30,6,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,35-39,20975,35,7,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,40-44,17293,40,8,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,45-49,14848,45,9,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,50-54,11908,50,10,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,55-59,8608,55,11,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,60-64,6593,60,12,working_age_15_64
Thailand,2002,Nong Bua Lam Phu,female,65-69,5011,65,13,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,female,70-74,3837,70,14,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,female,75-79,2129,75,15,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,female,80-84,1324,80,16,older_adult_65_plus
Thailand,2002,Nong Bua Lam Phu,female,85+,1195,85,17,older_adult_65_plus
Thailand,2002,Khon Kaen,male,0-4,56425,0,0,child_0_14
Thailand,2002,Khon Kaen,male,5-9,70902,5,1,child_0_14
Thailand,2002,Khon Kaen,male,10-14,69288,10,2,child_0_14
Thailand,2002,Khon Kaen,male,15-19,70667,15,3,working_age_15_64
Thailand,2002,Khon Kaen,male,20-24,78704,20,4,working_age_15_64
Thailand,2002,Khon Kaen,male,25-29,80901,25,5,working_age_15_64
Thailand,2002,Khon Kaen,male,30-34,86135,30,6,working_age_15_64
Thailand,2002,Khon Kaen,male,35-39,78103,35,7,working_age_15_64
Thailand,2002,Khon Kaen,male,40-44,65730,40,8,working_age_15_64
Thailand,2002,Khon Kaen,male,45-49,53569,45,9,working_age_15_64
Thailand,2002,Khon Kaen,male,50-54,44226,50,10,working_age_15_64
Thailand,2002,Khon Kaen,male,55-59,33003,55,11,working_age_15_64
Thailand,2002,Khon Kaen,male,60-64,26142,60,12,working_age_15_64
Thailand,2002,Khon Kaen,male,65-69,18487,65,13,older_adult_65_plus
Thailand,2002,Khon Kaen,male,70-74,12584,70,14,older_adult_65_plus
Thailand,2002,Khon Kaen,male,75-79,6693,75,15,older_adult_65_plus
Thailand,2002,Khon Kaen,male,80-84,3482,80,16,older_adult_65_plus
Thailand,2002,Khon Kaen,male,85+,2645,85,17,older_adult_65_plus
Thailand,2002,Khon Kaen,female,0-4,53393,0,0,child_0_14
Thailand,2002,Khon Kaen,female,5-9,67472,5,1,child_0_14
Thailand,2002,Khon Kaen,female,10-14,65573,10,2,child_0_14
Thailand,2002,Khon Kaen,female,15-19,68762,15,3,working_age_15_64
Thailand,2002,Khon Kaen,female,20-24,77990,20,4,working_age_15_64
Thailand,2002,Khon Kaen,female,25-29,79339,25,5,working_age_15_64
Thailand,2002,Khon Kaen,female,30-34,86386,30,6,working_age_15_64
Thailand,2002,Khon Kaen,female,35-39,78943,35,7,working_age_15_64
Thailand,2002,Khon Kaen,female,40-44,66225,40,8,working_age_15_64
Thailand,2002,Khon Kaen,female,45-49,55684,45,9,working_age_15_64
Thailand,2002,Khon Kaen,female,50-54,46348,50,10,working_age_15_64
Thailand,2002,Khon Kaen,female,55-59,35306,55,11,working_age_15_64
Thailand,2002,Khon Kaen,female,60-64,28413,60,12,working_age_15_64
Thailand,2002,Khon Kaen,female,65-69,21902,65,13,older_adult_65_plus
Thailand,2002,Khon Kaen,female,70-74,16116,70,14,older_adult_65_plus
Thailand,2002,Khon Kaen,female,75-79,9296,75,15,older_adult_65_plus
Thailand,2002,Khon Kaen,female,80-84,5136,80,16,older_adult_65_plus
Thailand,2002,Khon Kaen,female,85+,4121,85,17,older_adult_65_plus
Thailand,2002,Udon Thani,male,0-4,55043,0,0,child_0_14
Thailand,2002,Udon Thani,male,5-9,64128,5,1,child_0_14
Thailand,2002,Udon Thani,male,10-14,64029,10,2,child_0_14
Thailand,2002,Udon Thani,male,15-19,64242,15,3,working_age_15_64
Thailand,2002,Udon Thani,male,20-24,71703,20,4,working_age_15_64
Thailand,2002,Udon Thani,male,25-29,78733,25,5,working_age_15_64
Thailand,2002,Udon Thani,male,30-34,77227,30,6,working_age_15_64
Thailand,2002,Udon Thani,male,35-39,66296,35,7,working_age_15_64
Thailand,2002,Udon Thani,male,40-44,54178,40,8,working_age_15_64
Thailand,2002,Udon Thani,male,45-49,43517,45,9,working_age_15_64
Thailand,2002,Udon Thani,male,50-54,34482,50,10,working_age_15_64
Thailand,2002,Udon Thani,male,55-59,25978,55,11,working_age_15_64
Thailand,2002,Udon Thani,male,60-64,19122,60,12,working_age_15_64
Thailand,2002,Udon Thani,male,65-69,13919,65,13,older_adult_65_plus
Thailand,2002,Udon Thani,male,70-74,9612,70,14,older_adult_65_plus
Thailand,2002,Udon Thani,male,75-79,5024,75,15,older_adult_65_plus
Thailand,2002,Udon Thani,male,80-84,2607,80,16,older_adult_65_plus
Thailand,2002,Udon Thani,male,85+,2248,85,17,older_adult_65_plus
Thailand,2002,Udon Thani,female,0-4,52083,0,0,child_0_14
Thailand,2002,Udon Thani,female,5-9,60796,5,1,child_0_14
Thailand,2002,Udon Thani,female,10-14,60450,10,2,child_0_14
Thailand,2002,Udon Thani,female,15-19,61699,15,3,working_age_15_64
Thailand,2002,Udon Thani,female,20-24,70195,20,4,working_age_15_64
Thailand,2002,Udon Thani,female,25-29,75880,25,5,working_age_15_64
Thailand,2002,Udon Thani,female,30-34,75983,30,6,working_age_15_64
Thailand,2002,Udon Thani,female,35-39,65763,35,7,working_age_15_64
Thailand,2002,Udon Thani,female,40-44,54187,40,8,working_age_15_64
Thailand,2002,Udon Thani,female,45-49,45536,45,9,working_age_15_64
Thailand,2002,Udon Thani,female,50-54,36425,50,10,working_age_15_64
Thailand,2002,Udon Thani,female,55-59,27647,55,11,working_age_15_64
Thailand,2002,Udon Thani,female,60-64,20948,60,12,working_age_15_64
Thailand,2002,Udon Thani,female,65-69,15751,65,13,older_adult_65_plus
Thailand,2002,Udon Thani,female,70-74,11135,70,14,older_adult_65_plus
Thailand,2002,Udon Thani,female,75-79,6202,75,15,older_adult_65_plus
Thailand,2002,Udon Thani,female,80-84,3627,80,16,older_adult_65_plus
Thailand,2002,Udon Thani,female,85+,3161,85,17,older_adult_65_plus
Thailand,2002,Loei,male,0-4,19944,0,0,child_0_14
Thailand,2002,Loei,male,5-9,23713,5,1,child_0_14
Thailand,2002,Loei,male,10-14,23854,10,2,child_0_14
Thailand,2002,Loei,male,15-19,24533,15,3,working_age_15_64
Thailand,2002,Loei,male,20-24,26454,20,4,working_age_15_64
Thailand,2002,Loei,male,25-29,27896,25,5,working_age_15_64
Thailand,2002,Loei,male,30-34,29229,30,6,working_age_15_64
Thailand,2002,Loei,male,35-39,28019,35,7,working_age_15_64
Thailand,2002,Loei,male,40-44,24115,40,8,working_age_15_64
Thailand,2002,Loei,male,45-49,20501,45,9,working_age_15_64
Thailand,2002,Loei,male,50-54,15576,50,10,working_age_15_64
Thailand,2002,Loei,male,55-59,11987,55,11,working_age_15_64
Thailand,2002,Loei,male,60-64,9256,60,12,working_age_15_64
Thailand,2002,Loei,male,65-69,6833,65,13,older_adult_65_plus
Thailand,2002,Loei,male,70-74,5313,70,14,older_adult_65_plus
Thailand,2002,Loei,male,75-79,3065,75,15,older_adult_65_plus
Thailand,2002,Loei,male,80-84,1945,80,16,older_adult_65_plus
Thailand,2002,Loei,male,85+,1608,85,17,older_adult_65_plus
Thailand,2002,Loei,female,0-4,18816,0,0,child_0_14
Thailand,2002,Loei,female,5-9,22442,5,1,child_0_14
Thailand,2002,Loei,female,10-14,22878,10,2,child_0_14
Thailand,2002,Loei,female,15-19,23262,15,3,working_age_15_64
Thailand,2002,Loei,female,20-24,26175,20,4,working_age_15_64
Thailand,2002,Loei,female,25-29,27094,25,5,working_age_15_64
Thailand,2002,Loei,female,30-34,28455,30,6,working_age_15_64
Thailand,2002,Loei,female,35-39,27396,35,7,working_age_15_64
Thailand,2002,Loei,female,40-44,23412,40,8,working_age_15_64
Thailand,2002,Loei,female,45-49,19559,45,9,working_age_15_64
Thailand,2002,Loei,female,50-54,15103,50,10,working_age_15_64
Thailand,2002,Loei,female,55-59,11323,55,11,working_age_15_64
Thailand,2002,Loei,female,60-64,9073,60,12,working_age_15_64
Thailand,2002,Loei,female,65-69,7236,65,13,older_adult_65_plus
Thailand,2002,Loei,female,70-74,5661,70,14,older_adult_65_plus
Thailand,2002,Loei,female,75-79,3527,75,15,older_adult_65_plus
Thailand,2002,Loei,female,80-84,2108,80,16,older_adult_65_plus
Thailand,2002,Loei,female,85+,1818,85,17,older_adult_65_plus
Thailand,2002,Nong Khai,male,0-4,33095,0,0,child_0_14
Thailand,2002,Nong Khai,male,5-9,37988,5,1,child_0_14
Thailand,2002,Nong Khai,male,10-14,35974,10,2,child_0_14
Thailand,2002,Nong Khai,male,15-19,36022,15,3,working_age_15_64
Thailand,2002,Nong Khai,male,20-24,43384,20,4,working_age_15_64
Thailand,2002,Nong Khai,male,25-29,46193,25,5,working_age_15_64
Thailand,2002,Nong Khai,male,30-34,45471,30,6,working_age_15_64
Thailand,2002,Nong Khai,male,35-39,38883,35,7,working_age_15_64
Thailand,2002,Nong Khai,male,40-44,31630,40,8,working_age_15_64
Thailand,2002,Nong Khai,male,45-49,25368,45,9,working_age_15_64
Thailand,2002,Nong Khai,male,50-54,19342,50,10,working_age_15_64
Thailand,2002,Nong Khai,male,55-59,14793,55,11,working_age_15_64
Thailand,2002,Nong Khai,male,60-64,11529,60,12,working_age_15_64
Thailand,2002,Nong Khai,male,65-69,8775,65,13,older_adult_65_plus
Thailand,2002,Nong Khai,male,70-74,6490,70,14,older_adult_65_plus
Thailand,2002,Nong Khai,male,75-79,3481,75,15,older_adult_65_plus
Thailand,2002,Nong Khai,male,80-84,1846,80,16,older_adult_65_plus
Thailand,2002,Nong Khai,male,85+,1614,85,17,older_adult_65_plus
Thailand,2002,Nong Khai,female,0-4,31309,0,0,child_0_14
Thailand,2002,Nong Khai,female,5-9,36117,5,1,child_0_14
Thailand,2002,Nong Khai,female,10-14,34527,10,2,child_0_14
Thailand,2002,Nong Khai,female,15-19,34743,15,3,working_age_15_64
Thailand,2002,Nong Khai,female,20-24,43103,20,4,working_age_15_64
Thailand,2002,Nong Khai,female,25-29,45173,25,5,working_age_15_64
Thailand,2002,Nong Khai,female,30-34,44175,30,6,working_age_15_64
Thailand,2002,Nong Khai,female,35-39,37641,35,7,working_age_15_64
Thailand,2002,Nong Khai,female,40-44,31504,40,8,working_age_15_64
Thailand,2002,Nong Khai,female,45-49,25653,45,9,working_age_15_64
Thailand,2002,Nong Khai,female,50-54,20039,50,10,working_age_15_64
Thailand,2002,Nong Khai,female,55-59,14861,55,11,working_age_15_64
Thailand,2002,Nong Khai,female,60-64,12284,60,12,working_age_15_64
Thailand,2002,Nong Khai,female,65-69,9477,65,13,older_adult_65_plus
Thailand,2002,Nong Khai,female,70-74,7150,70,14,older_adult_65_plus
Thailand,2002,Nong Khai,female,75-79,3834,75,15,older_adult_65_plus
Thailand,2002,Nong Khai,female,80-84,2385,80,16,older_adult_65_plus
Thailand,2002,Nong Khai,female,85+,2002,85,17,older_adult_65_plus
Thailand,2002,Maha Sarakham,male,0-4,30910,0,0,child_0_14
Thailand,2002,Maha Sarakham,male,5-9,37565,5,1,child_0_14
Thailand,2002,Maha Sarakham,male,10-14,36924,10,2,child_0_14
Thailand,2002,Maha Sarakham,male,15-19,35761,15,3,working_age_15_64
Thailand,2002,Maha Sarakham,male,20-24,41199,20,4,working_age_15_64
Thailand,2002,Maha Sarakham,male,25-29,46933,25,5,working_age_15_64
Thailand,2002,Maha Sarakham,male,30-34,49060,30,6,working_age_15_64
Thailand,2002,Maha Sarakham,male,35-39,42437,35,7,working_age_15_64
Thailand,2002,Maha Sarakham,male,40-44,34053,40,8,working_age_15_64
Thailand,2002,Maha Sarakham,male,45-49,28734,45,9,working_age_15_64
Thailand,2002,Maha Sarakham,male,50-54,24317,50,10,working_age_15_64
Thailand,2002,Maha Sarakham,male,55-59,18819,55,11,working_age_15_64
Thailand,2002,Maha Sarakham,male,60-64,13317,60,12,working_age_15_64
Thailand,2002,Maha Sarakham,male,65-69,8893,65,13,older_adult_65_plus
Thailand,2002,Maha Sarakham,male,70-74,5954,70,14,older_adult_65_plus
Thailand,2002,Maha Sarakham,male,75-79,2924,75,15,older_adult_65_plus
Thailand,2002,Maha Sarakham,male,80-84,1477,80,16,older_adult_65_plus
Thailand,2002,Maha Sarakham,male,85+,1032,85,17,older_adult_65_plus
Thailand,2002,Maha Sarakham,female,0-4,29155,0,0,child_0_14
Thailand,2002,Maha Sarakham,female,5-9,35738,5,1,child_0_14
Thailand,2002,Maha Sarakham,female,10-14,34993,10,2,child_0_14
Thailand,2002,Maha Sarakham,female,15-19,34059,15,3,working_age_15_64
Thailand,2002,Maha Sarakham,female,20-24,41438,20,4,working_age_15_64
Thailand,2002,Maha Sarakham,female,25-29,45349,25,5,working_age_15_64
Thailand,2002,Maha Sarakham,female,30-34,48713,30,6,working_age_15_64
Thailand,2002,Maha Sarakham,female,35-39,41692,35,7,working_age_15_64
Thailand,2002,Maha Sarakham,female,40-44,34507,40,8,working_age_15_64
Thailand,2002,Maha Sarakham,female,45-49,29631,45,9,working_age_15_64
Thailand,2002,Maha Sarakham,female,50-54,25772,50,10,working_age_15_64
Thailand,2002,Maha Sarakham,female,55-59,20386,55,11,working_age_15_64
Thailand,2002,Maha Sarakham,female,60-64,15498,60,12,working_age_15_64
Thailand,2002,Maha Sarakham,female,65-69,11636,65,13,older_adult_65_plus
Thailand,2002,Maha Sarakham,female,70-74,8038,70,14,older_adult_65_plus
Thailand,2002,Maha Sarakham,female,75-79,4350,75,15,older_adult_65_plus
Thailand,2002,Maha Sarakham,female,80-84,2421,80,16,older_adult_65_plus
Thailand,2002,Maha Sarakham,female,85+,1715,85,17,older_adult_65_plus
Thailand,2002,Roi Et,male,0-4,45307,0,0,child_0_14
Thailand,2002,Roi Et,male,5-9,55546,5,1,child_0_14
Thailand,2002,Roi Et,male,10-14,52891,10,2,child_0_14
Thailand,2002,Roi Et,male,15-19,53729,15,3,working_age_15_64
Thailand,2002,Roi Et,male,20-24,59041,20,4,working_age_15_64
Thailand,2002,Roi Et,male,25-29,65413,25,5,working_age_15_64
Thailand,2002,Roi Et,male,30-34,68347,30,6,working_age_15_64
Thailand,2002,Roi Et,male,35-39,57572,35,7,working_age_15_64
Thailand,2002,Roi Et,male,40-44,46526,40,8,working_age_15_64
Thailand,2002,Roi Et,male,45-49,39571,45,9,working_age_15_64
Thailand,2002,Roi Et,male,50-54,33001,50,10,working_age_15_64
Thailand,2002,Roi Et,male,55-59,25725,55,11,working_age_15_64
Thailand,2002,Roi Et,male,60-64,18784,60,12,working_age_15_64
Thailand,2002,Roi Et,male,65-69,12878,65,13,older_adult_65_plus
Thailand,2002,Roi Et,male,70-74,8728,70,14,older_adult_65_plus
Thailand,2002,Roi Et,male,75-79,4535,75,15,older_adult_65_plus
Thailand,2002,Roi Et,male,80-84,2216,80,16,older_adult_65_plus
Thailand,2002,Roi Et,male,85+,1464,85,17,older_adult_65_plus
Thailand,2002,Roi Et,female,0-4,42563,0,0,child_0_14
Thailand,2002,Roi Et,female,5-9,52576,5,1,child_0_14
Thailand,2002,Roi Et,female,10-14,50016,10,2,child_0_14
Thailand,2002,Roi Et,female,15-19,50904,15,3,working_age_15_64
Thailand,2002,Roi Et,female,20-24,56999,20,4,working_age_15_64
Thailand,2002,Roi Et,female,25-29,64070,25,5,working_age_15_64
Thailand,2002,Roi Et,female,30-34,67143,30,6,working_age_15_64
Thailand,2002,Roi Et,female,35-39,57090,35,7,working_age_15_64
Thailand,2002,Roi Et,female,40-44,46171,40,8,working_age_15_64
Thailand,2002,Roi Et,female,45-49,40534,45,9,working_age_15_64
Thailand,2002,Roi Et,female,50-54,34112,50,10,working_age_15_64
Thailand,2002,Roi Et,female,55-59,28123,55,11,working_age_15_64
Thailand,2002,Roi Et,female,60-64,21583,60,12,working_age_15_64
Thailand,2002,Roi Et,female,65-69,16463,65,13,older_adult_65_plus
Thailand,2002,Roi Et,female,70-74,11538,70,14,older_adult_65_plus
Thailand,2002,Roi Et,female,75-79,6710,75,15,older_adult_65_plus
Thailand,2002,Roi Et,female,80-84,3523,80,16,older_adult_65_plus
Thailand,2002,Roi Et,female,85+,2492,85,17,older_adult_65_plus
Thailand,2002,Kalasin,male,0-4,32229,0,0,child_0_14
Thailand,2002,Kalasin,male,5-9,39690,5,1,child_0_14
Thailand,2002,Kalasin,male,10-14,40477,10,2,child_0_14
Thailand,2002,Kalasin,male,15-19,41360,15,3,working_age_15_64
Thailand,2002,Kalasin,male,20-24,43230,20,4,working_age_15_64
Thailand,2002,Kalasin,male,25-29,47978,25,5,working_age_15_64
Thailand,2002,Kalasin,male,30-34,51321,30,6,working_age_15_64
Thailand,2002,Kalasin,male,35-39,44097,35,7,working_age_15_64
Thailand,2002,Kalasin,male,40-44,34886,40,8,working_age_15_64
Thailand,2002,Kalasin,male,45-49,29099,45,9,working_age_15_64
Thailand,2002,Kalasin,male,50-54,23323,50,10,working_age_15_64
Thailand,2002,Kalasin,male,55-59,17870,55,11,working_age_15_64
Thailand,2002,Kalasin,male,60-64,12895,60,12,working_age_15_64
Thailand,2002,Kalasin,male,65-69,8652,65,13,older_adult_65_plus
Thailand,2002,Kalasin,male,70-74,6366,70,14,older_adult_65_plus
Thailand,2002,Kalasin,male,75-79,3397,75,15,older_adult_65_plus
Thailand,2002,Kalasin,male,80-84,1765,80,16,older_adult_65_plus
Thailand,2002,Kalasin,male,85+,1173,85,17,older_adult_65_plus
Thailand,2002,Kalasin,female,0-4,30806,0,0,child_0_14
Thailand,2002,Kalasin,female,5-9,37622,5,1,child_0_14
Thailand,2002,Kalasin,female,10-14,38385,10,2,child_0_14
Thailand,2002,Kalasin,female,15-19,39411,15,3,working_age_15_64
Thailand,2002,Kalasin,female,20-24,42723,20,4,working_age_15_64
Thailand,2002,Kalasin,female,25-29,47787,25,5,working_age_15_64
Thailand,2002,Kalasin,female,30-34,50970,30,6,working_age_15_64
Thailand,2002,Kalasin,female,35-39,43244,35,7,working_age_15_64
Thailand,2002,Kalasin,female,40-44,34905,40,8,working_age_15_64
Thailand,2002,Kalasin,female,45-49,29641,45,9,working_age_15_64
Thailand,2002,Kalasin,female,50-54,24628,50,10,working_age_15_64
Thailand,2002,Kalasin,female,55-59,19175,55,11,working_age_15_64
Thailand,2002,Kalasin,female,60-64,14877,60,12,working_age_15_64
Thailand,2002,Kalasin,female,65-69,11074,65,13,older_adult_65_plus
Thailand,2002,Kalasin,female,70-74,8062,70,14,older_adult_65_plus
Thailand,2002,Kalasin,female,75-79,4471,75,15,older_adult_65_plus
Thailand,2002,Kalasin,female,80-84,2461,80,16,older_adult_65_plus
Thailand,2002,Kalasin,female,85+,1824,85,17,older_adult_65_plus
Thailand,2002,Sakon Nakhon,male,0-4,39904,0,0,child_0_14
Thailand,2002,Sakon Nakhon,male,5-9,45659,5,1,child_0_14
Thailand,2002,Sakon Nakhon,male,10-14,45149,10,2,child_0_14
Thailand,2002,Sakon Nakhon,male,15-19,47571,15,3,working_age_15_64
Thailand,2002,Sakon Nakhon,male,20-24,53870,20,4,working_age_15_64
Thailand,2002,Sakon Nakhon,male,25-29,57704,25,5,working_age_15_64
Thailand,2002,Sakon Nakhon,male,30-34,56550,30,6,working_age_15_64
Thailand,2002,Sakon Nakhon,male,35-39,46835,35,7,working_age_15_64
Thailand,2002,Sakon Nakhon,male,40-44,38114,40,8,working_age_15_64
Thailand,2002,Sakon Nakhon,male,45-49,30442,45,9,working_age_15_64
Thailand,2002,Sakon Nakhon,male,50-54,24163,50,10,working_age_15_64
Thailand,2002,Sakon Nakhon,male,55-59,18074,55,11,working_age_15_64
Thailand,2002,Sakon Nakhon,male,60-64,13038,60,12,working_age_15_64
Thailand,2002,Sakon Nakhon,male,65-69,8972,65,13,older_adult_65_plus
