Country,year,province_name_en,sex,age_group,population,age_start,age_group_order,broad_age_group
Thailand,2000,Phrae,female,45-49,18598,45,9,working_age_15_64
Thailand,2000,Phrae,female,50-54,13618,50,10,working_age_15_64
Thailand,2000,Phrae,female,55-59,10839,55,11,working_age_15_64
Thailand,2000,Phrae,female,60-64,9917,60,12,working_age_15_64
Thailand,2000,Phrae,female,65-69,8492,65,13,older_adult_65_plus
Thailand,2000,Phrae,female,70-74,5540,70,14,older_adult_65_plus
Thailand,2000,Phrae,female,75-79,2916,75,15,older_adult_65_plus
Thailand,2000,Phrae,female,80-84,1560,80,16,older_adult_65_plus
Thailand,2000,Phrae,female,85+,1382,85,17,older_adult_65_plus
Thailand,2000,Nan,male,0-4,16150,0,0,child_0_14
Thailand,2000,Nan,male,5-9,19016,5,1,child_0_14
Thailand,2000,Nan,male,10-14,19129,10,2,child_0_14
Thailand,2000,Nan,male,15-19,20632,15,3,working_age_15_64
Thailand,2000,Nan,male,20-24,19750,20,4,working_age_15_64
Thailand,2000,Nan,male,25-29,19750,25,5,working_age_15_64
Thailand,2000,Nan,male,30-34,22909,30,6,working_age_15_64
Thailand,2000,Nan,male,35-39,23324,35,7,working_age_15_64
Thailand,2000,Nan,male,40-44,20216,40,8,working_age_15_64
Thailand,2000,Nan,male,45-49,15818,45,9,working_age_15_64
Thailand,2000,Nan,male,50-54,10282,50,10,working_age_15_64
Thailand,2000,Nan,male,55-59,8453,55,11,working_age_15_64
Thailand,2000,Nan,male,60-64,7220,60,12,working_age_15_64
Thailand,2000,Nan,male,65-69,6176,65,13,older_adult_65_plus
Thailand,2000,Nan,male,70-74,4339,70,14,older_adult_65_plus
Thailand,2000,Nan,male,75-79,2553,75,15,older_adult_65_plus
Thailand,2000,Nan,male,80-84,1255,80,16,older_adult_65_plus
Thailand,2000,Nan,male,85+,843,85,17,older_adult_65_plus
Thailand,2000,Nan,female,0-4,15741,0,0,child_0_14
Thailand,2000,Nan,female,5-9,18077,5,1,child_0_14
Thailand,2000,Nan,female,10-14,18256,10,2,child_0_14
Thailand,2000,Nan,female,15-19,19375,15,3,working_age_15_64
Thailand,2000,Nan,female,20-24,18994,20,4,working_age_15_64
Thailand,2000,Nan,female,25-29,19147,25,5,working_age_15_64
Thailand,2000,Nan,female,30-34,22811,30,6,working_age_15_64
Thailand,2000,Nan,female,35-39,22482,35,7,working_age_15_64
Thailand,2000,Nan,female,40-44,19603,40,8,working_age_15_64
Thailand,2000,Nan,female,45-49,15065,45,9,working_age_15_64
Thailand,2000,Nan,female,50-54,9866,50,10,working_age_15_64
Thailand,2000,Nan,female,55-59,8415,55,11,working_age_15_64
Thailand,2000,Nan,female,60-64,7458,60,12,working_age_15_64
Thailand,2000,Nan,female,65-69,6852,65,13,older_adult_65_plus
Thailand,2000,Nan,female,70-74,4614,70,14,older_adult_65_plus
Thailand,2000,Nan,female,75-79,3006,75,15,older_adult_65_plus
Thailand,2000,Nan,female,80-84,1745,80,16,older_adult_65_plus
Thailand,2000,Nan,female,85+,1254,85,17,older_adult_65_plus
Thailand,2000,Phayao,male,0-4,14872,0,0,child_0_14
Thailand,2000,Phayao,male,5-9,18313,5,1,child_0_14
Thailand,2000,Phayao,male,10-14,17639,10,2,child_0_14
Thailand,2000,Phayao,male,15-19,19821,15,3,working_age_15_64
Thailand,2000,Phayao,male,20-24,20031,20,4,working_age_15_64
Thailand,2000,Phayao,male,25-29,20604,25,5,working_age_15_64
Thailand,2000,Phayao,male,30-34,22127,30,6,working_age_15_64
Thailand,2000,Phayao,male,35-39,24778,35,7,working_age_15_64
Thailand,2000,Phayao,male,40-44,23009,40,8,working_age_15_64
Thailand,2000,Phayao,male,45-49,18452,45,9,working_age_15_64
Thailand,2000,Phayao,male,50-54,12313,50,10,working_age_15_64
Thailand,2000,Phayao,male,55-59,8531,55,11,working_age_15_64
Thailand,2000,Phayao,male,60-64,8343,60,12,working_age_15_64
Thailand,2000,Phayao,male,65-69,7030,65,13,older_adult_65_plus
Thailand,2000,Phayao,male,70-74,4667,70,14,older_adult_65_plus
Thailand,2000,Phayao,male,75-79,2530,75,15,older_adult_65_plus
Thailand,2000,Phayao,male,80-84,1104,80,16,older_adult_65_plus
Thailand,2000,Phayao,male,85+,686,85,17,older_adult_65_plus
Thailand,2000,Phayao,female,0-4,14312,0,0,child_0_14
Thailand,2000,Phayao,female,5-9,17612,5,1,child_0_14
Thailand,2000,Phayao,female,10-14,16860,10,2,child_0_14
Thailand,2000,Phayao,female,15-19,19117,15,3,working_age_15_64
Thailand,2000,Phayao,female,20-24,19731,20,4,working_age_15_64
Thailand,2000,Phayao,female,25-29,21325,25,5,working_age_15_64
Thailand,2000,Phayao,female,30-34,24403,30,6,working_age_15_64
Thailand,2000,Phayao,female,35-39,25782,35,7,working_age_15_64
Thailand,2000,Phayao,female,40-44,23378,40,8,working_age_15_64
Thailand,2000,Phayao,female,45-49,18588,45,9,working_age_15_64
Thailand,2000,Phayao,female,50-54,12149,50,10,working_age_15_64
Thailand,2000,Phayao,female,55-59,8339,55,11,working_age_15_64
Thailand,2000,Phayao,female,60-64,8527,60,12,working_age_15_64
Thailand,2000,Phayao,female,65-69,7784,65,13,older_adult_65_plus
Thailand,2000,Phayao,female,70-74,5379,70,14,older_adult_65_plus
Thailand,2000,Phayao,female,75-79,3004,75,15,older_adult_65_plus
Thailand,2000,Phayao,female,80-84,1441,80,16,older_adult_65_plus
Thailand,2000,Phayao,female,85+,1152,85,17,older_adult_65_plus
Thailand,2000,Chiang Rai,male,0-4,34185,0,0,child_0_14
Thailand,2000,Chiang Rai,male,5-9,41035,5,1,child_0_14
Thailand,2000,Chiang Rai,male,10-14,38486,10,2,child_0_14
Thailand,2000,Chiang Rai,male,15-19,43592,15,3,working_age_15_64
Thailand,2000,Chiang Rai,male,20-24,42931,20,4,working_age_15_64
Thailand,2000,Chiang Rai,male,25-29,44544,25,5,working_age_15_64
Thailand,2000,Chiang Rai,male,30-34,47487,30,6,working_age_15_64
Thailand,2000,Chiang Rai,male,35-39,52419,35,7,working_age_15_64
Thailand,2000,Chiang Rai,male,40-44,49923,40,8,working_age_15_64
Thailand,2000,Chiang Rai,male,45-49,39605,45,9,working_age_15_64
Thailand,2000,Chiang Rai,male,50-54,26561,50,10,working_age_15_64
Thailand,2000,Chiang Rai,male,55-59,18429,55,11,working_age_15_64
Thailand,2000,Chiang Rai,male,60-64,16883,60,12,working_age_15_64
Thailand,2000,Chiang Rai,male,65-69,15576,65,13,older_adult_65_plus
Thailand,2000,Chiang Rai,male,70-74,10160,70,14,older_adult_65_plus
Thailand,2000,Chiang Rai,male,75-79,5994,75,15,older_adult_65_plus
Thailand,2000,Chiang Rai,male,80-84,2997,80,16,older_adult_65_plus
Thailand,2000,Chiang Rai,male,85+,2392,85,17,older_adult_65_plus
Thailand,2000,Chiang Rai,female,0-4,32221,0,0,child_0_14
Thailand,2000,Chiang Rai,female,5-9,39194,5,1,child_0_14
Thailand,2000,Chiang Rai,female,10-14,36782,10,2,child_0_14
Thailand,2000,Chiang Rai,female,15-19,42223,15,3,working_age_15_64
Thailand,2000,Chiang Rai,female,20-24,43164,20,4,working_age_15_64
Thailand,2000,Chiang Rai,female,25-29,45556,25,5,working_age_15_64
Thailand,2000,Chiang Rai,female,30-34,50756,30,6,working_age_15_64
Thailand,2000,Chiang Rai,female,35-39,54781,35,7,working_age_15_64
Thailand,2000,Chiang Rai,female,40-44,50409,40,8,working_age_15_64
Thailand,2000,Chiang Rai,female,45-49,39831,45,9,working_age_15_64
Thailand,2000,Chiang Rai,female,50-54,25936,50,10,working_age_15_64
Thailand,2000,Chiang Rai,female,55-59,18019,55,11,working_age_15_64
Thailand,2000,Chiang Rai,female,60-64,17388,60,12,working_age_15_64
Thailand,2000,Chiang Rai,female,65-69,16377,65,13,older_adult_65_plus
Thailand,2000,Chiang Rai,female,70-74,11185,70,14,older_adult_65_plus
Thailand,2000,Chiang Rai,female,75-79,6621,75,15,older_adult_65_plus
Thailand,2000,Chiang Rai,female,80-84,3542,80,16,older_adult_65_plus
Thailand,2000,Chiang Rai,female,85+,3203,85,17,older_adult_65_plus
Thailand,2000,Mae Hong Son,male,0-4,9394,0,0,child_0_14
Thailand,2000,Mae Hong Son,male,5-9,10159,5,1,child_0_14
Thailand,2000,Mae Hong Son,male,10-14,9770,10,2,child_0_14
Thailand,2000,Mae Hong Son,male,15-19,10011,15,3,working_age_15_64
Thailand,2000,Mae Hong Son,male,20-24,9165,20,4,working_age_15_64
Thailand,2000,Mae Hong Son,male,25-29,8740,25,5,working_age_15_64
Thailand,2000,Mae Hong Son,male,30-34,8543,30,6,working_age_15_64
Thailand,2000,Mae Hong Son,male,35-39,7867,35,7,working_age_15_64
Thailand,2000,Mae Hong Son,male,40-44,7039,40,8,working_age_15_64
Thailand,2000,Mae Hong Son,male,45-49,5575,45,9,working_age_15_64
Thailand,2000,Mae Hong Son,male,50-54,4148,50,10,working_age_15_64
Thailand,2000,Mae Hong Son,male,55-59,3297,55,11,working_age_15_64
Thailand,2000,Mae Hong Son,male,60-64,3135,60,12,working_age_15_64
Thailand,2000,Mae Hong Son,male,65-69,2599,65,13,older_adult_65_plus
Thailand,2000,Mae Hong Son,male,70-74,2015,70,14,older_adult_65_plus
Thailand,2000,Mae Hong Son,male,75-79,1081,75,15,older_adult_65_plus
Thailand,2000,Mae Hong Son,male,80-84,738,80,16,older_adult_65_plus
Thailand,2000,Mae Hong Son,male,85+,745,85,17,older_adult_65_plus
Thailand,2000,Mae Hong Son,female,0-4,8696,0,0,child_0_14
Thailand,2000,Mae Hong Son,female,5-9,9619,5,1,child_0_14
Thailand,2000,Mae Hong Son,female,10-14,9371,10,2,child_0_14
Thailand,2000,Mae Hong Son,female,15-19,9395,15,3,working_age_15_64
Thailand,2000,Mae Hong Son,female,20-24,8586,20,4,working_age_15_64
Thailand,2000,Mae Hong Son,female,25-29,8321,25,5,working_age_15_64
Thailand,2000,Mae Hong Son,female,30-34,8410,30,6,working_age_15_64
Thailand,2000,Mae Hong Son,female,35-39,7458,35,7,working_age_15_64
Thailand,2000,Mae Hong Son,female,40-44,6268,40,8,working_age_15_64
Thailand,2000,Mae Hong Son,female,45-49,5524,45,9,working_age_15_64
Thailand,2000,Mae Hong Son,female,50-54,3780,50,10,working_age_15_64
Thailand,2000,Mae Hong Son,female,55-59,2952,55,11,working_age_15_64
Thailand,2000,Mae Hong Son,female,60-64,2991,60,12,working_age_15_64
Thailand,2000,Mae Hong Son,female,65-69,2609,65,13,older_adult_65_plus
Thailand,2000,Mae Hong Son,female,70-74,1987,70,14,older_adult_65_plus
Thailand,2000,Mae Hong Son,female,75-79,962,75,15,older_adult_65_plus
Thailand,2000,Mae Hong Son,female,80-84,726,80,16,older_adult_65_plus
Thailand,2000,Mae Hong Son,female,85+,791,85,17,older_adult_65_plus
Thailand,2000,Nakhon Sawan,male,0-4,36562,0,0,child_0_14
Thailand,2000,Nakhon Sawan,male,5-9,40245,5,1,child_0_14
Thailand,2000,Nakhon Sawan,male,10-14,38520,10,2,child_0_14
Thailand,2000,Nakhon Sawan,male,15-19,42734,15,3,working_age_15_64
Thailand,2000,Nakhon Sawan,male,20-24,45926,20,4,working_age_15_64
Thailand,2000,Nakhon Sawan,male,25-29,47060,25,5,working_age_15_64
Thailand,2000,Nakhon Sawan,male,30-34,49287,30,6,working_age_15_64
Thailand,2000,Nakhon Sawan,male,35-39,49261,35,7,working_age_15_64
Thailand,2000,Nakhon Sawan,male,40-44,40704,40,8,working_age_15_64
Thailand,2000,Nakhon Sawan,male,45-49,33000,45,9,working_age_15_64
Thailand,2000,Nakhon Sawan,male,50-54,24345,50,10,working_age_15_64
Thailand,2000,Nakhon Sawan,male,55-59,18313,55,11,working_age_15_64
Thailand,2000,Nakhon Sawan,male,60-64,17486,60,12,working_age_15_64
Thailand,2000,Nakhon Sawan,male,65-69,13501,65,13,older_adult_65_plus
Thailand,2000,Nakhon Sawan,male,70-74,9260,70,14,older_adult_65_plus
Thailand,2000,Nakhon Sawan,male,75-79,5280,75,15,older_adult_65_plus
Thailand,2000,Nakhon Sawan,male,80-84,2698,80,16,older_adult_65_plus
Thailand,2000,Nakhon Sawan,male,85+,2374,85,17,older_adult_65_plus
Thailand,2000,Nakhon Sawan,female,0-4,34808,0,0,child_0_14
Thailand,2000,Nakhon Sawan,female,5-9,38573,5,1,child_0_14
Thailand,2000,Nakhon Sawan,female,10-14,36209,10,2,child_0_14
Thailand,2000,Nakhon Sawan,female,15-19,41260,15,3,working_age_15_64
Thailand,2000,Nakhon Sawan,female,20-24,44786,20,4,working_age_15_64
Thailand,2000,Nakhon Sawan,female,25-29,47311,25,5,working_age_15_64
Thailand,2000,Nakhon Sawan,female,30-34,51137,30,6,working_age_15_64
Thailand,2000,Nakhon Sawan,female,35-39,50911,35,7,working_age_15_64
Thailand,2000,Nakhon Sawan,female,40-44,43515,40,8,working_age_15_64
Thailand,2000,Nakhon Sawan,female,45-49,35604,45,9,working_age_15_64
Thailand,2000,Nakhon Sawan,female,50-54,26977,50,10,working_age_15_64
Thailand,2000,Nakhon Sawan,female,55-59,20485,55,11,working_age_15_64
Thailand,2000,Nakhon Sawan,female,60-64,20208,60,12,working_age_15_64
Thailand,2000,Nakhon Sawan,female,65-69,15936,65,13,older_adult_65_plus
Thailand,2000,Nakhon Sawan,female,70-74,11944,70,14,older_adult_65_plus
Thailand,2000,Nakhon Sawan,female,75-79,7206,75,15,older_adult_65_plus
Thailand,2000,Nakhon Sawan,female,80-84,4345,80,16,older_adult_65_plus
Thailand,2000,Nakhon Sawan,female,85+,3941,85,17,older_adult_65_plus
Thailand,2000,Uthai Thani,male,0-4,11790,0,0,child_0_14
Thailand,2000,Uthai Thani,male,5-9,12648,5,1,child_0_14
Thailand,2000,Uthai Thani,male,10-14,12037,10,2,child_0_14
Thailand,2000,Uthai Thani,male,15-19,13448,15,3,working_age_15_64
Thailand,2000,Uthai Thani,male,20-24,13586,20,4,working_age_15_64
Thailand,2000,Uthai Thani,male,25-29,14714,25,5,working_age_15_64
Thailand,2000,Uthai Thani,male,30-34,14907,30,6,working_age_15_64
Thailand,2000,Uthai Thani,male,35-39,13944,35,7,working_age_15_64
Thailand,2000,Uthai Thani,male,40-44,11719,40,8,working_age_15_64
Thailand,2000,Uthai Thani,male,45-49,9801,45,9,working_age_15_64
Thailand,2000,Uthai Thani,male,50-54,7696,50,10,working_age_15_64
Thailand,2000,Uthai Thani,male,55-59,6099,55,11,working_age_15_64
Thailand,2000,Uthai Thani,male,60-64,5411,60,12,working_age_15_64
Thailand,2000,Uthai Thani,male,65-69,4029,65,13,older_adult_65_plus
Thailand,2000,Uthai Thani,male,70-74,2910,70,14,older_adult_65_plus
Thailand,2000,Uthai Thani,male,75-79,1694,75,15,older_adult_65_plus
Thailand,2000,Uthai Thani,male,80-84,929,80,16,older_adult_65_plus
Thailand,2000,Uthai Thani,male,85+,618,85,17,older_adult_65_plus
Thailand,2000,Uthai Thani,female,0-4,10901,0,0,child_0_14
Thailand,2000,Uthai Thani,female,5-9,11846,5,1,child_0_14
Thailand,2000,Uthai Thani,female,10-14,11357,10,2,child_0_14
Thailand,2000,Uthai Thani,female,15-19,12805,15,3,working_age_15_64
Thailand,2000,Uthai Thani,female,20-24,13822,20,4,working_age_15_64
Thailand,2000,Uthai Thani,female,25-29,14582,25,5,working_age_15_64
Thailand,2000,Uthai Thani,female,30-34,14981,30,6,working_age_15_64
Thailand,2000,Uthai Thani,female,35-39,14462,35,7,working_age_15_64
Thailand,2000,Uthai Thani,female,40-44,12448,40,8,working_age_15_64
Thailand,2000,Uthai Thani,female,45-49,10762,45,9,working_age_15_64
Thailand,2000,Uthai Thani,female,50-54,8114,50,10,working_age_15_64
Thailand,2000,Uthai Thani,female,55-59,6745,55,11,working_age_15_64
Thailand,2000,Uthai Thani,female,60-64,6193,60,12,working_age_15_64
Thailand,2000,Uthai Thani,female,65-69,4640,65,13,older_adult_65_plus
Thailand,2000,Uthai Thani,female,70-74,3546,70,14,older_adult_65_plus
Thailand,2000,Uthai Thani,female,75-79,2463,75,15,older_adult_65_plus
Thailand,2000,Uthai Thani,female,80-84,1481,80,16,older_adult_65_plus
Thailand,2000,Uthai Thani,female,85+,1162,85,17,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,male,0-4,26673,0,0,child_0_14
Thailand,2000,Kamphaeng Phet,male,5-9,29407,5,1,child_0_14
Thailand,2000,Kamphaeng Phet,male,10-14,28204,10,2,child_0_14
Thailand,2000,Kamphaeng Phet,male,15-19,30867,15,3,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,20-24,32233,20,4,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,25-29,34578,25,5,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,30-34,34341,30,6,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,35-39,32663,35,7,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,40-44,27002,40,8,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,45-49,21919,45,9,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,50-54,16054,50,10,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,55-59,11572,55,11,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,60-64,10730,60,12,working_age_15_64
Thailand,2000,Kamphaeng Phet,male,65-69,8064,65,13,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,male,70-74,5463,70,14,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,male,75-79,2869,75,15,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,male,80-84,1491,80,16,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,male,85+,1209,85,17,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,female,0-4,25335,0,0,child_0_14
Thailand,2000,Kamphaeng Phet,female,5-9,27962,5,1,child_0_14
Thailand,2000,Kamphaeng Phet,female,10-14,26574,10,2,child_0_14
Thailand,2000,Kamphaeng Phet,female,15-19,29764,15,3,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,20-24,32962,20,4,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,25-29,33961,25,5,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,30-34,34764,30,6,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,35-39,33074,35,7,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,40-44,28069,40,8,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,45-49,22419,45,9,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,50-54,16954,50,10,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,55-59,12366,55,11,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,60-64,11664,60,12,working_age_15_64
Thailand,2000,Kamphaeng Phet,female,65-69,9162,65,13,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,female,70-74,6429,70,14,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,female,75-79,3843,75,15,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,female,80-84,2174,80,16,older_adult_65_plus
Thailand,2000,Kamphaeng Phet,female,85+,1872,85,17,older_adult_65_plus
Thailand,2000,Tak,male,0-4,19745,0,0,child_0_14
Thailand,2000,Tak,male,5-9,19045,5,1,child_0_14
Thailand,2000,Tak,male,10-14,17617,10,2,child_0_14
Thailand,2000,Tak,male,15-19,18480,15,3,working_age_15_64
Thailand,2000,Tak,male,20-24,19355,20,4,working_age_15_64
Thailand,2000,Tak,male,25-29,19440,25,5,working_age_15_64
Thailand,2000,Tak,male,30-34,19433,30,6,working_age_15_64
Thailand,2000,Tak,male,35-39,18303,35,7,working_age_15_64
Thailand,2000,Tak,male,40-44,15844,40,8,working_age_15_64
Thailand,2000,Tak,male,45-49,12478,45,9,working_age_15_64
Thailand,2000,Tak,male,50-54,9648,50,10,working_age_15_64
Thailand,2000,Tak,male,55-59,7079,55,11,working_age_15_64
Thailand,2000,Tak,male,60-64,5987,60,12,working_age_15_64
Thailand,2000,Tak,male,65-69,4862,65,13,older_adult_65_plus
Thailand,2000,Tak,male,70-74,3274,70,14,older_adult_65_plus
Thailand,2000,Tak,male,75-79,1810,75,15,older_adult_65_plus
Thailand,2000,Tak,male,80-84,1080,80,16,older_adult_65_plus
Thailand,2000,Tak,male,85+,950,85,17,older_adult_65_plus
Thailand,2000,Tak,female,0-4,18522,0,0,child_0_14
Thailand,2000,Tak,female,5-9,18006,5,1,child_0_14
Thailand,2000,Tak,female,10-14,16706,10,2,child_0_14
Thailand,2000,Tak,female,15-19,17607,15,3,working_age_15_64
Thailand,2000,Tak,female,20-24,18676,20,4,working_age_15_64
Thailand,2000,Tak,female,25-29,18617,25,5,working_age_15_64
Thailand,2000,Tak,female,30-34,18702,30,6,working_age_15_64
Thailand,2000,Tak,female,35-39,17828,35,7,working_age_15_64
Thailand,2000,Tak,female,40-44,15411,40,8,working_age_15_64
Thailand,2000,Tak,female,45-49,12467,45,9,working_age_15_64
Thailand,2000,Tak,female,50-54,9437,50,10,working_age_15_64
Thailand,2000,Tak,female,55-59,7324,55,11,working_age_15_64
Thailand,2000,Tak,female,60-64,6535,60,12,working_age_15_64
Thailand,2000,Tak,female,65-69,5426,65,13,older_adult_65_plus
Thailand,2000,Tak,female,70-74,3964,70,14,older_adult_65_plus
Thailand,2000,Tak,female,75-79,2217,75,15,older_adult_65_plus
Thailand,2000,Tak,female,80-84,1353,80,16,older_adult_65_plus
Thailand,2000,Tak,female,85+,1328,85,17,older_adult_65_plus
Thailand,2000,Sukhothai,male,0-4,20712,0,0,child_0_14
Thailand,2000,Sukhothai,male,5-9,22655,5,1,child_0_14
Thailand,2000,Sukhothai,male,10-14,21550,10,2,child_0_14
Thailand,2000,Sukhothai,male,15-19,23402,15,3,working_age_15_64
Thailand,2000,Sukhothai,male,20-24,25940,20,4,working_age_15_64
Thailand,2000,Sukhothai,male,25-29,28550,25,5,working_age_15_64
Thailand,2000,Sukhothai,male,30-34,29141,30,6,working_age_15_64
Thailand,2000,Sukhothai,male,35-39,28996,35,7,working_age_15_64
Thailand,2000,Sukhothai,male,40-44,24495,40,8,working_age_15_64
Thailand,2000,Sukhothai,male,45-49,18913,45,9,working_age_15_64
Thailand,2000,Sukhothai,male,50-54,14164,50,10,working_age_15_64
Thailand,2000,Sukhothai,male,55-59,10146,55,11,working_age_15_64
Thailand,2000,Sukhothai,male,60-64,9696,60,12,working_age_15_64
Thailand,2000,Sukhothai,male,65-69,7504,65,13,older_adult_65_plus
Thailand,2000,Sukhothai,male,70-74,4661,70,14,older_adult_65_plus
Thailand,2000,Sukhothai,male,75-79,2538,75,15,older_adult_65_plus
Thailand,2000,Sukhothai,male,80-84,1343,80,16,older_adult_65_plus
Thailand,2000,Sukhothai,male,85+,1033,85,17,older_adult_65_plus
Thailand,2000,Sukhothai,female,0-4,19291,0,0,child_0_14
Thailand,2000,Sukhothai,female,5-9,21408,5,1,child_0_14
Thailand,2000,Sukhothai,female,10-14,20148,10,2,child_0_14
Thailand,2000,Sukhothai,female,15-19,22501,15,3,working_age_15_64
Thailand,2000,Sukhothai,female,20-24,26407,20,4,working_age_15_64
Thailand,2000,Sukhothai,female,25-29,28770,25,5,working_age_15_64
Thailand,2000,Sukhothai,female,30-34,29791,30,6,working_age_15_64
Thailand,2000,Sukhothai,female,35-39,30171,35,7,working_age_15_64
Thailand,2000,Sukhothai,female,40-44,25814,40,8,working_age_15_64
Thailand,2000,Sukhothai,female,45-49,20906,45,9,working_age_15_64
Thailand,2000,Sukhothai,female,50-54,15946,50,10,working_age_15_64
Thailand,2000,Sukhothai,female,55-59,11744,55,11,working_age_15_64
Thailand,2000,Sukhothai,female,60-64,11610,60,12,working_age_15_64
Thailand,2000,Sukhothai,female,65-69,9605,65,13,older_adult_65_plus
Thailand,2000,Sukhothai,female,70-74,6652,70,14,older_adult_65_plus
Thailand,2000,Sukhothai,female,75-79,3925,75,15,older_adult_65_plus
Thailand,2000,Sukhothai,female,80-84,2192,80,16,older_adult_65_plus
Thailand,2000,Sukhothai,female,85+,1983,85,17,older_adult_65_plus
Thailand,2000,Phitsanulok,male,0-4,29711,0,0,child_0_14
Thailand,2000,Phitsanulok,male,5-9,31372,5,1,child_0_14
Thailand,2000,Phitsanulok,male,10-14,31156,10,2,child_0_14
Thailand,2000,Phitsanulok,male,15-19,34953,15,3,working_age_15_64
Thailand,2000,Phitsanulok,male,20-24,38194,20,4,working_age_15_64
Thailand,2000,Phitsanulok,male,25-29,38305,25,5,working_age_15_64
Thailand,2000,Phitsanulok,male,30-34,39309,30,6,working_age_15_64
Thailand,2000,Phitsanulok,male,35-39,38537,35,7,working_age_15_64
Thailand,2000,Phitsanulok,male,40-44,32762,40,8,working_age_15_64
Thailand,2000,Phitsanulok,male,45-49,25828,45,9,working_age_15_64
Thailand,2000,Phitsanulok,male,50-54,18796,50,10,working_age_15_64
Thailand,2000,Phitsanulok,male,55-59,13440,55,11,working_age_15_64
Thailand,2000,Phitsanulok,male,60-64,12972,60,12,working_age_15_64
Thailand,2000,Phitsanulok,male,65-69,9351,65,13,older_adult_65_plus
Thailand,2000,Phitsanulok,male,70-74,6535,70,14,older_adult_65_plus
Thailand,2000,Phitsanulok,male,75-79,3492,75,15,older_adult_65_plus
Thailand,2000,Phitsanulok,male,80-84,1783,80,16,older_adult_65_plus
Thailand,2000,Phitsanulok,male,85+,1449,85,17,older_adult_65_plus
Thailand,2000,Phitsanulok,female,0-4,27953,0,0,child_0_14
Thailand,2000,Phitsanulok,female,5-9,29893,5,1,child_0_14
Thailand,2000,Phitsanulok,female,10-14,29635,10,2,child_0_14
Thailand,2000,Phitsanulok,female,15-19,33491,15,3,working_age_15_64
Thailand,2000,Phitsanulok,female,20-24,36301,20,4,working_age_15_64
Thailand,2000,Phitsanulok,female,25-29,37750,25,5,working_age_15_64
Thailand,2000,Phitsanulok,female,30-34,40168,30,6,working_age_15_64
Thailand,2000,Phitsanulok,female,35-39,39599,35,7,working_age_15_64
Thailand,2000,Phitsanulok,female,40-44,33466,40,8,working_age_15_64
Thailand,2000,Phitsanulok,female,45-49,27208,45,9,working_age_15_64
Thailand,2000,Phitsanulok,female,50-54,20149,50,10,working_age_15_64
Thailand,2000,Phitsanulok,female,55-59,15039,55,11,working_age_15_64
Thailand,2000,Phitsanulok,female,60-64,14099,60,12,working_age_15_64
Thailand,2000,Phitsanulok,female,65-69,11174,65,13,older_adult_65_plus
Thailand,2000,Phitsanulok,female,70-74,8399,70,14,older_adult_65_plus
Thailand,2000,Phitsanulok,female,75-79,4905,75,15,older_adult_65_plus
Thailand,2000,Phitsanulok,female,80-84,2776,80,16,older_adult_65_plus
Thailand,2000,Phitsanulok,female,85+,2324,85,17,older_adult_65_plus
Thailand,2000,Phichit,male,0-4,20223,0,0,child_0_14
Thailand,2000,Phichit,male,5-9,21606,5,1,child_0_14
Thailand,2000,Phichit,male,10-14,20192,10,2,child_0_14
Thailand,2000,Phichit,male,15-19,22988,15,3,working_age_15_64
Thailand,2000,Phichit,male,20-24,24605,20,4,working_age_15_64
Thailand,2000,Phichit,male,25-29,25897,25,5,working_age_15_64
Thailand,2000,Phichit,male,30-34,25613,30,6,working_age_15_64
Thailand,2000,Phichit,male,35-39,25226,35,7,working_age_15_64
Thailand,2000,Phichit,male,40-44,21279,40,8,working_age_15_64
Thailand,2000,Phichit,male,45-49,17309,45,9,working_age_15_64
Thailand,2000,Phichit,male,50-54,12713,50,10,working_age_15_64
Thailand,2000,Phichit,male,55-59,9189,55,11,working_age_15_64
Thailand,2000,Phichit,male,60-64,8965,60,12,working_age_15_64
Thailand,2000,Phichit,male,65-69,6865,65,13,older_adult_65_plus
