year,province_code,province_name_th,province_name_en,sex,age_group,population,population_type,reference_date
2000,35,ยโสธร,Yasothon,male,40-44,19216,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,45-49,14670,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,50-54,12680,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,55-59,9576,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,60-64,7350,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,65-69,5296,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,70-74,3553,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,75-79,1902,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,80-84,904,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,85+,712,registered,2000-12-31
2000,35,ยโสธร,Yasothon,male,not_age_classified,7625,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,0-4,19692,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,5-9,21451,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,10-14,20164,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,15-19,22788,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,20-24,25004,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,25-29,28462,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,30-34,27545,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,35-39,21887,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,40-44,19050,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,45-49,14726,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,50-54,13000,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,55-59,10134,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,60-64,8538,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,65-69,6736,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,70-74,4480,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,75-79,2666,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,80-84,1436,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,85+,1112,registered,2000-12-31
2000,35,ยโสธร,Yasothon,female,not_age_classified,7033,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,0-4,40691,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,5-9,45634,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,10-14,42701,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,15-19,46461,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,20-24,48191,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,25-29,55039,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,30-34,55092,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,35-39,47820,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,40-44,40555,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,45-49,32605,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,50-54,26962,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,55-59,18917,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,60-64,16386,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,65-69,11945,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,70-74,8395,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,75-79,4427,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,80-84,2258,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,85+,1833,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,male,not_age_classified,17988,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,0-4,38951,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,5-9,42856,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,10-14,40512,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,15-19,44966,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,20-24,48443,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,25-29,54150,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,30-34,54457,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,35-39,46858,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,40-44,41037,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,45-49,33475,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,50-54,27686,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,55-59,20236,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,60-64,18199,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,65-69,14337,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,70-74,10230,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,75-79,6134,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,80-84,3555,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,85+,3358,registered,2000-12-31
2000,36,ชัยภูมิ,Chaiyaphum,female,not_age_classified,17263,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,0-4,14345,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,5-9,16485,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,10-14,15351,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,15-19,16150,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,20-24,17195,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,25-29,18366,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,30-34,18566,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,35-39,15247,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,40-44,12505,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,45-49,10031,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,50-54,7943,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,55-59,6028,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,60-64,4561,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,65-69,3511,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,70-74,2459,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,75-79,1321,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,80-84,612,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,85+,496,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,male,not_age_classified,3156,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,0-4,13753,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,5-9,15460,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,10-14,14329,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,15-19,15724,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,20-24,16500,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,25-29,18361,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,30-34,17951,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,35-39,14782,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,40-44,12553,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,45-49,10063,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,50-54,7987,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,55-59,6127,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,60-64,5465,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,65-69,4339,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,70-74,3050,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,75-79,1657,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,80-84,954,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,85+,754,registered,2000-12-31
2000,37,อำนาจเจริญ,Amnat Charoen,female,not_age_classified,3039,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,0-4,19845,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,5-9,21734,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,10-14,20364,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,15-19,23137,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,20-24,25150,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,25-29,25861,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,30-34,25152,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,35-39,20302,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,40-44,17208,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,45-49,13908,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,50-54,10992,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,55-59,7300,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,60-64,5598,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,65-69,3919,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,70-74,2842,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,75-79,1455,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,80-84,837,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,85+,682,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,male,not_age_classified,3770,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,0-4,18692,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,5-9,20587,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,10-14,19188,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,15-19,22521,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,20-24,24394,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,25-29,24823,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,30-34,24149,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,35-39,19384,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,40-44,16654,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,45-49,13730,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,50-54,11164,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,55-59,7611,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,60-64,6251,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,65-69,4769,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,70-74,3319,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,75-79,1981,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,80-84,1267,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,85+,1037,registered,2000-12-31
2000,39,หนองบัวลำภู,Nong Bua Lam Phu,female,not_age_classified,3321,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,0-4,62798,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,5-9,70813,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,10-14,67091,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,15-19,74977,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,20-24,80588,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,25-29,84130,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,30-34,86453,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,35-39,73387,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,40-44,62586,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,45-49,50160,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,50-54,41598,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,55-59,30201,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,60-64,24589,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,65-69,16505,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,70-74,11694,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,75-79,5994,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,80-84,3114,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,85+,2444,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,male,not_age_classified,24235,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,0-4,59544,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,5-9,67124,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,10-14,64310,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,15-19,72692,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,20-24,80660,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,25-29,82998,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,30-34,86424,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,35-39,74100,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,40-44,63150,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,45-49,51885,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,50-54,43528,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,55-59,32229,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,60-64,26853,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,65-69,20375,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,70-74,14541,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,75-79,8348,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,80-84,4666,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,85+,3768,registered,2000-12-31
2000,40,ขอนแก่น,Khon Kaen,female,not_age_classified,20470,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,0-4,59512,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,5-9,65545,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,10-14,62920,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,15-19,68162,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,20-24,76224,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,25-29,79728,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,30-34,75537,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,35-39,62252,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,40-44,50585,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,45-49,40250,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,50-54,32586,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,55-59,23630,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,60-64,17662,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,65-69,12859,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,70-74,8576,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,75-79,4392,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,80-84,2378,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,85+,1979,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,male,not_age_classified,24356,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,0-4,56223,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,5-9,62061,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,10-14,59896,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,15-19,65696,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,20-24,74520,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,25-29,77112,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,30-34,74758,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,35-39,61131,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,40-44,51508,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,45-49,42075,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,50-54,34050,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,55-59,24887,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,60-64,19717,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,65-69,14466,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,70-74,9733,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,75-79,5610,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,80-84,3356,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,85+,2775,registered,2000-12-31
2000,41,อุดรธานี,Udon Thani,female,not_age_classified,21401,registered,2000-12-31
2000,42,เลย,Loei,male,0-4,21712,registered,2000-12-31
2000,42,เลย,Loei,male,5-9,24031,registered,2000-12-31
2000,42,เลย,Loei,male,10-14,23748,registered,2000-12-31
2000,42,เลย,Loei,male,15-19,26244,registered,2000-12-31
2000,42,เลย,Loei,male,20-24,27033,registered,2000-12-31
2000,42,เลย,Loei,male,25-29,28281,registered,2000-12-31
2000,42,เลย,Loei,male,30-34,30149,registered,2000-12-31
2000,42,เลย,Loei,male,35-39,26899,registered,2000-12-31
2000,42,เลย,Loei,male,40-44,23731,registered,2000-12-31
2000,42,เลย,Loei,male,45-49,18586,registered,2000-12-31
2000,42,เลย,Loei,male,50-54,14601,registered,2000-12-31
2000,42,เลย,Loei,male,55-59,11046,registered,2000-12-31
2000,42,เลย,Loei,male,60-64,8663,registered,2000-12-31
2000,42,เลย,Loei,male,65-69,6468,registered,2000-12-31
2000,42,เลย,Loei,male,70-74,4893,registered,2000-12-31
2000,42,เลย,Loei,male,75-79,2919,registered,2000-12-31
2000,42,เลย,Loei,male,80-84,1815,registered,2000-12-31
2000,42,เลย,Loei,male,85+,1426,registered,2000-12-31
2000,42,เลย,Loei,male,not_age_classified,18897,registered,2000-12-31
2000,42,เลย,Loei,female,0-4,20338,registered,2000-12-31
2000,42,เลย,Loei,female,5-9,22777,registered,2000-12-31
2000,42,เลย,Loei,female,10-14,22494,registered,2000-12-31
2000,42,เลย,Loei,female,15-19,25080,registered,2000-12-31
2000,42,เลย,Loei,female,20-24,26885,registered,2000-12-31
2000,42,เลย,Loei,female,25-29,27778,registered,2000-12-31
2000,42,เลย,Loei,female,30-34,29211,registered,2000-12-31
2000,42,เลย,Loei,female,35-39,26188,registered,2000-12-31
2000,42,เลย,Loei,female,40-44,22839,registered,2000-12-31
2000,42,เลย,Loei,female,45-49,17761,registered,2000-12-31
2000,42,เลย,Loei,female,50-54,13849,registered,2000-12-31
2000,42,เลย,Loei,female,55-59,10415,registered,2000-12-31
2000,42,เลย,Loei,female,60-64,8506,registered,2000-12-31
2000,42,เลย,Loei,female,65-69,7045,registered,2000-12-31
2000,42,เลย,Loei,female,70-74,5188,registered,2000-12-31
2000,42,เลย,Loei,female,75-79,3147,registered,2000-12-31
2000,42,เลย,Loei,female,80-84,1924,registered,2000-12-31
2000,42,เลย,Loei,female,85+,1717,registered,2000-12-31
2000,42,เลย,Loei,female,not_age_classified,17715,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,0-4,36316,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,5-9,37800,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,10-14,34489,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,15-19,40586,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,20-24,46647,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,25-29,47347,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,30-34,43906,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,35-39,36560,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,40-44,29826,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,45-49,22554,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,50-54,18537,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,55-59,13419,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,60-64,11123,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,65-69,8090,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,70-74,5802,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,75-79,3128,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,80-84,1721,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,85+,1403,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,male,not_age_classified,16881,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,0-4,34239,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,5-9,36302,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,10-14,33094,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,15-19,39142,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,20-24,45529,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,25-29,46631,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,30-34,42522,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,35-39,35607,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,40-44,29844,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,45-49,23098,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,50-54,18365,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,55-59,13745,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,60-64,11657,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,65-69,9052,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,70-74,6044,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,75-79,3509,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,80-84,2159,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,85+,1796,registered,2000-12-31
2000,43,หนองคาย,Nong Khai,female,not_age_classified,16904,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,0-4,33945,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,5-9,38098,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,10-14,35398,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,15-19,38388,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,20-24,43710,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,25-29,49697,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,30-34,47791,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,35-39,39386,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,40-44,32747,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,45-49,26591,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,50-54,23363,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,55-59,16831,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,60-64,11990,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,65-69,8303,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,70-74,5237,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,75-79,2597,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,80-84,1371,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,85+,921,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,male,not_age_classified,10632,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,0-4,32068,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,5-9,36383,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,10-14,33437,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,15-19,36789,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,20-24,44518,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,25-29,48586,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,30-34,47808,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,35-39,38810,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,40-44,32859,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,45-49,27937,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,50-54,24686,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,55-59,18206,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,60-64,14358,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,65-69,10936,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,70-74,6902,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,75-79,4092,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,80-84,2150,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,85+,1565,registered,2000-12-31
2000,44,มหาสารคาม,Maha Sarakham,female,not_age_classified,9934,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,0-4,50145,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,5-9,55831,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,10-14,51627,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,15-19,57123,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,20-24,61754,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,25-29,69674,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,30-34,66232,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,35-39,54106,registered,2000-12-31
2000,45,ร้อยเอ็ด,Roi Et,male,40-44,45327,registered,2000-12-31
