year,province_name_en,sex,age_group,population
1997,Sing Buri,male,0-4,7079
1997,Sing Buri,male,5-9,7340
1997,Sing Buri,male,10-14,7891
1997,Sing Buri,male,15-19,8700
1997,Sing Buri,male,20-24,8356
1997,Sing Buri,male,25-29,9242
1997,Sing Buri,male,30-34,10155
1997,Sing Buri,male,35-39,9402
1997,Sing Buri,male,40-44,7653
1997,Sing Buri,male,45-49,6115
1997,Sing Buri,male,50-54,4298
1997,Sing Buri,male,55-59,4223
1997,Sing Buri,male,60-64,3873
1997,Sing Buri,male,65-69,2732
1997,Sing Buri,male,70-74,1907
1997,Sing Buri,male,75-79,1102
1997,Sing Buri,male,80-84,657
1997,Sing Buri,male,85+,452
1997,Sing Buri,female,0-4,6506
1997,Sing Buri,female,5-9,7030
1997,Sing Buri,female,10-14,7215
1997,Sing Buri,female,15-19,7966
1997,Sing Buri,female,20-24,8429
1997,Sing Buri,female,25-29,9777
1997,Sing Buri,female,30-34,10601
1997,Sing Buri,female,35-39,10384
1997,Sing Buri,female,40-44,8682
1997,Sing Buri,female,45-49,6807
1997,Sing Buri,female,50-54,4698
1997,Sing Buri,female,55-59,4812
1997,Sing Buri,female,60-64,4390
1997,Sing Buri,female,65-69,3563
1997,Sing Buri,female,70-74,2576
1997,Sing Buri,female,75-79,1577
1997,Sing Buri,female,80-84,1172
1997,Sing Buri,female,85+,888
1997,Chai Nat,male,0-4,11220
1997,Chai Nat,male,5-9,12217
1997,Chai Nat,male,10-14,11918
1997,Chai Nat,male,15-19,13559
1997,Chai Nat,male,20-24,14419
1997,Chai Nat,male,25-29,15768
1997,Chai Nat,male,30-34,16471
1997,Chai Nat,male,35-39,14540
1997,Chai Nat,male,40-44,12075
1997,Chai Nat,male,45-49,10130
1997,Chai Nat,male,50-54,7016
1997,Chai Nat,male,55-59,7258
1997,Chai Nat,male,60-64,6466
1997,Chai Nat,male,65-69,4684
1997,Chai Nat,male,70-74,3122
1997,Chai Nat,male,75-79,1876
1997,Chai Nat,male,80-84,1138
1997,Chai Nat,male,85+,713
1997,Chai Nat,female,0-4,10490
1997,Chai Nat,female,5-9,11570
1997,Chai Nat,female,10-14,11251
1997,Chai Nat,female,15-19,13021
1997,Chai Nat,female,20-24,15007
1997,Chai Nat,female,25-29,15835
1997,Chai Nat,female,30-34,17144
1997,Chai Nat,female,35-39,15679
1997,Chai Nat,female,40-44,13827
1997,Chai Nat,female,45-49,11105
1997,Chai Nat,female,50-54,8142
1997,Chai Nat,female,55-59,8251
1997,Chai Nat,female,60-64,7484
1997,Chai Nat,female,65-69,5785
1997,Chai Nat,female,70-74,4259
1997,Chai Nat,female,75-79,2687
1997,Chai Nat,female,80-84,1919
1997,Chai Nat,female,85+,1387
1997,Saraburi,male,0-4,21883
1997,Saraburi,male,5-9,21125
1997,Saraburi,male,10-14,20998
1997,Saraburi,male,15-19,22545
1997,Saraburi,male,20-24,28859
1997,Saraburi,male,25-29,27346
1997,Saraburi,male,30-34,27088
1997,Saraburi,male,35-39,23978
1997,Saraburi,male,40-44,18362
1997,Saraburi,male,45-49,13811
1997,Saraburi,male,50-54,9967
1997,Saraburi,male,55-59,9532
1997,Saraburi,male,60-64,8231
1997,Saraburi,male,65-69,6163
1997,Saraburi,male,70-74,4003
1997,Saraburi,male,75-79,2267
1997,Saraburi,male,80-84,1441
1997,Saraburi,male,85+,1218
1997,Saraburi,female,0-4,20874
1997,Saraburi,female,5-9,20527
1997,Saraburi,female,10-14,19503
1997,Saraburi,female,15-19,21991
1997,Saraburi,female,20-24,24074
1997,Saraburi,female,25-29,26943
1997,Saraburi,female,30-34,27525
1997,Saraburi,female,35-39,24244
1997,Saraburi,female,40-44,19983
1997,Saraburi,female,45-49,14850
1997,Saraburi,female,50-54,10968
1997,Saraburi,female,55-59,10641
1997,Saraburi,female,60-64,9087
1997,Saraburi,female,65-69,7442
1997,Saraburi,female,70-74,5208
1997,Saraburi,female,75-79,3244
1997,Saraburi,female,80-84,2162
1997,Saraburi,female,85+,1924
1997,Chon Buri,male,0-4,40222
1997,Chon Buri,male,5-9,38433
1997,Chon Buri,male,10-14,36882
1997,Chon Buri,male,15-19,42842
1997,Chon Buri,male,20-24,52045
1997,Chon Buri,male,25-29,51154
1997,Chon Buri,male,30-34,49120
1997,Chon Buri,male,35-39,43006
1997,Chon Buri,male,40-44,33492
1997,Chon Buri,male,45-49,24062
1997,Chon Buri,male,50-54,17611
1997,Chon Buri,male,55-59,16377
1997,Chon Buri,male,60-64,13544
1997,Chon Buri,male,65-69,9450
1997,Chon Buri,male,70-74,5440
1997,Chon Buri,male,75-79,3211
1997,Chon Buri,male,80-84,1855
1997,Chon Buri,male,85+,1916
1997,Chon Buri,female,0-4,37817
1997,Chon Buri,female,5-9,35992
1997,Chon Buri,female,10-14,35246
1997,Chon Buri,female,15-19,41632
1997,Chon Buri,female,20-24,44028
1997,Chon Buri,female,25-29,49544
1997,Chon Buri,female,30-34,49691
1997,Chon Buri,female,35-39,43162
1997,Chon Buri,female,40-44,34920
